headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
uncertain,0.2,0.65,32272,LIBERTY ALL STAR EQUITY FD,"'#BREAKING: US Navy warship has seized a ""significant cache"" of suspected Iranian guided missile parts headed to rebels in Yemen' -Kann's Amichai Stein",7,"a single seizure of missile parts is unlikely to directly move a diversified us equity mutual fund materially — it could cause short-term market volatility and lift defense/energy stocks while weighing on broader risk assets, so the net impact on liberty all-star equity fund is unclear and likely small.",166,408,1.0,2019-12-04,70797.0,0.76923370361328,0.30534320976585,0.3053431902011,1.8320592111195,-0.61162021011114,-1.21580434162406,-1.36570791248776
uncertain,0.3,0.6,17978,ISHARES INC,"'#China is not the only victim of the #US' repeated trade bullying policies, China's Foreign Ministry spokesperson said, after the US announced plans to impose more tariffs on all goods coming from #Mexico.' -Tweet From China Global Times",7,"trade tensions and new tariffs raise global growth and equity risk concerns (which would pressure etf asset values and aum for ishares) but also tend to increase volatility and trading/flow into etfs (which can boost revenues), making the net impact on ishares ambiguous.",169,610,1.0,2019-05-31,83223.0,-3.6371860653162,-0.5824790336191601,1.51444912956748,3.3084856476738,1.43475532531738,2.86374521983425,1.68950152975686
uncertain,0.1,0.7,43278,ISHARES INC,"'#Turkey President @RTErdogan has spoken by phone with @POTUS and reconfirmed he'll visit the @WhiteHouse on Nov. 13, according to Turkish officials.' - Tweet From Steve Herman",7,"a scheduled erdogan visit to the white house is geopolitical/diplomatic news that may modestly affect turkey or em sentiment but has no direct, clear impact on ishares inc (an etf issuer), so any effect on its stock price is indirect and likely very small or ambiguous.",166,354,1.0,2019-11-06,92600.0,1.03627033531665,2.13017351925373,3.27416135455391,6.23274113403342,-0.15916835982352,0.8440554836932601,1.41471457351143
increase,0.4,0.75,4858,AETERNA ZENTARIS INC,'$AEZS Aeterna Zentaris receives European Commission Approval for Macimorelin for diagnosis of adult growth hormone deficiency.' -Tweet From TradeHawk,7,"european commission approval for macimorelin is positive — it validates the product, opens the eu market and creates new revenue potential — but the impact is tempered by the fact this is a diagnostic indication (not a large therapeutic market), potential reimbursement/commercialization delays, and possible prior expectation priced in.",161,295,2.0,2019-01-11,88240.0,6.34005814790725,5.6910578161478,-4.06504320810756,4.33603892951841,2.35987976193428,3.58209339227932,-0.57306550369039
decrease,0.52,0.72,5052,ATHERSYS INC,"'$ATHX is using the story of a stroke survivor to promote the development of an experimental stem cell therapy. But by doing so, the company has obscured the treatment's clinical trial failure' -STAT's Adam Feuerstein",7,"negative media alleging the company misled by highlighting a survivor story while obscuring a failed clinical trial is likely to erode investor confidence, raise regulatory/legal concerns and hurt fundraising/partnership prospects, putting downward pressure on the stock.",168,271,0.0,2019-06-26,92456.0,-4.62427996098995,-4.848480224609371,-0.6060597138278,-3.03029988591471,-1.14285601302981,-1.70454379546987,-3.88888530558908
increase,0.1,0.45,14822,DILLARDS INC,"'$BYND is def not ""worth"" $200+ but it got here due to low float and expensive borrow.  (Long $DDS)' -Tweet From Mox Reports",7,,159,595,2.0,2019-07-25,49429.0,-1.6850396990776,-0.29638626147061,-11.89432448415263,-12.8608194366644,3.04177794605493,1.28320285588405,-0.52929836173365
decrease,0.35,0.7,14227,ENPHASE ENERGY INC,'$ENPH $SEDG duopoly has come to an abrupt end...' -Tweet From Citron,7,"a claim that the enph/sedg duopoly abruptly ended implies increased competition or a disruptive entrant that would hurt enphase's market share and likely prompt a near‑term negative market reaction, although the tweet's brevity and source mean the fundamental impact is uncertain.",145,343,0.0,2019-09-12,13323.0,-10.19416898488998,-0.54054432548582,22.16216223797866,4.43693138236973,6.18556104600429,3.8655468519316103,-2.6771662841322397
decrease,0.25,0.6,18385,GILEAD SCIENCES INC,'$GILD's comment on M&A: late stage opportunities are few and far between.' -Tweet From Notable Biotech Investor Brad Loncar,7,"a statement that late‑stage m&a targets are 'few and far between' reduces the likelihood of near‑term pipeline‑expanding deals and catalysts, likely dampening investor sentiment and exerting modest downward pressure on gilead's stock (though the effect is limited since it is guidance on deal flow rather than operational or financial results).",156,428,0.0,2019-02-04,77274.0,0.0,-3.3833015710115397,-3.4689511711345005,-4.69664648706843,0.05713599966838,0.31505257561008,0.66102419236038
decrease,0.35,0.75,19575,INTERCEPT PHARMACEUTICALS INC,'$ICPT — Anyone else disappointed w/ this morning's NASH study update? Not much new to chew over. The per protocol efficacy results seem like marketing material. Safety data essentially same as previously disclosed. Am I missing something?' -STAT's Adam F,7,a reputable reporter's public disappointment that the nash update offered nothing new and framed efficacy as marketing likely dampens investor enthusiasm and could trigger modest selling pressure on icpt shares.,185,196,0.0,2019-04-11,13643.0,-13.20019960403442,-9.10739973187446,-16.58234182062656,-14.37708626789794,1.93428583443164,0.4160426639326199,3.11885985887867
decrease,0.45,0.75,21666,LIGAND PHARMACEUTICALS INC,'$LGND tgt $35.  Our most comprehensive piece of pharma research since Valeant.  Citron exposes the deception behind $LGND and details the truth of their pipeline with pictures and filings.' -Tweet From Citron Research,7,"a high-profile negative report from citron accusing deception is likely to trigger immediate selling pressure and volatility in lgnd shares, especially among retail investors, though the ultimate impact depends on the report's evidence and broader fundamentals.",182,403,0.0,2019-01-16,78081.0,-16.483266651630398,0.60881250537931,2.7260335161495197,7.3148525000215905,2.64860112220048,-2.16793983900284,-3.08891440458786
decrease,0.45,0.7,22195,GRAND CANYON EDUCATION INC,'$LOPE.  DEAD or fraud' -Tweet From Citron,7,"a sharp negative tweet from a well-known short-seller like citron is likely to trigger immediate selling pressure and negative sentiment for lope, causing a probable short-term price decline, though the ultimate impact depends on the credibility and follow-up evidence of the claim.",143,405,0.0,2019-09-09,92852.0,2.9406514018774,-4.23691645264625,-4.577616564809659,-1.68603148618655,-4.02209870517253,-4.71293922304024,-9.51257406120917
decrease,0.4,0.7,25306,NETFLIX INC,'$NFLX investors at this level as blind as Bird Box.  Market cap up $45 bill in 12 days or 12 $DWA / 12 $LGF / 10 $ROKU / 5 Hulu.  $NFLX to trade back to $300' -Tweet From Citron Research,7,"a high-profile short-seller's public, bearish call is likely to increase negative sentiment and selling pressure on nflx in the short term, though the overall impact is limited by netflix's large market cap and other market forces.",187,346,0.0,2019-01-11,89393.0,3.98262552917003,-1.37740867212414,0.44729079005749,-0.5716973851510501,1.46893747150897,1.37072307862242,2.9555424199924003
increase,0.35,0.7,31298,R H,'$RH by far the most compelling story in retail.  Citron explains why we believe $RH days as a standalone public company is limited as suitors will line up to buy this rare trophy asset with 0 competition...' -Tweet From Citron,7,"the citron tweet implies potential takeover interest and a likely acquisition premium for rh, which typically drives share prices up as investors price in buyout bids, though timing and certainty are not guaranteed.",169,326,2.0,2019-01-24,13687.0,-0.45168916694819,4.16058115661144,4.49126846051042,3.4453553375915997,0.35340460017323,-3.4732572896156797,0.7637048491628601
uncertain,0.05,0.9,34987,VIA RENEWABLES INC,"'$VIAB's Bakish downplaying speculation Viacom-$CBS plans to immediate snap up @Lionsgate  @Discovery, which has depressed shares following CBS merge' -FBN's Charlie Gasparino",7,"the item concerns viacom/viab and media m&a speculation unrelated to via renewables' renewable-energy business, so it is unlikely to have a meaningful directional effect on via renewables' stock (any impact would be minimal and indirect).",171,472,1.0,2019-09-04,14830.0,0.72992383502423,0.10352204553782,3.5196704358562503,4.9689494606914995,1.37420836836099,0.7352908439171,0.95643142287145
decrease,0.35,0.75,27428,VANDA PHARMACEUTICALS INC,"'$VNDA amended Qui Tam complaint now unsealed.  Three new whistleblowers allege illegal activity at the company including a former sales manager, sales rep, and unidentified current employee.  Documents now live:...' -Tweets Aurelius Value",7,"an unsealed amended qui tam complaint with three insider whistleblowers raises legal, regulatory and reputational risk for vanda, likely prompting investor selling and a modest to moderate share-price decline pending investigation outcomes and further details.",182,345,0.0,2019-06-10,91186.0,-2.9181484133005102,-1.97947546839714,9.23753083616525,1.31964324980531,1.59074664115905,-5.0033795002446,-7.929227266744331
decrease,0.4,0.75,37898,X P O INC,"'$XPO - stock promo or a company dedicated to superior client service?  ""The Better Business Bureau has received hundreds of complaints of missing packages, missed deliveries and poor customer service""' -Spruce Point Capital Tweets",7,"a short-seller tweet highlighting hundreds of bbb complaints about missing packages and poor service is negative news that is likely to damage investor sentiment and put downward pressure on xpo shares, though the ultimate impact depends on the credibility of the claims, company response, and broader market conditions.",166,287,0.0,2019-01-29,90175.0,-1.46175334230065,2.22515631467103,-0.4944770591292499,-3.3789339554255102,-0.90133808553218,1.13337491806322,0.71977530586462
decrease,0.25,0.65,39425,WELLS FARGO & CO NEW,''Are all of your online systems down?' Wells Fargo customers fume over website problems' -The Charlotte Observer,7,"a customer-facing outage will likely create short-term negative sentiment and reputational/operational concerns that depress the stock modestly, though the effect should be limited absent prolonged outages or material regulatory/security fallout.",153,272,0.0,2019-02-01,38703.0,0.0,0.30668887775391,-2.5761568690647,0.63382005384093,-1.4573773369193002,-0.98294612966364,-0.92332367480468
uncertain,0.15,0.75,11284,ISHARES TRUST,"''Let's do this deal,' Trump tells May' -BBC",7,"uncertain — a trump-may trade-friendly comment could lift broad market sentiment (helping etfs), but ishares trust is an etf issuer rather than an operating company so any impact would be indirect, likely small, and depends on broader market reaction which may already be priced in.",135,600,1.0,2019-06-04,14907.0,1.16499001160264,-0.09337874944321,2.61437950260843,2.0235753279970603,0.22088889963924,-0.53241488557462,-0.18855896268061
decrease,0.25,0.6,22243,TESLA INC,"''There's absolutely no reason to own' Tesla in the near term, says wealth manager' -CNBC",7,"a negative headline from cnbc quoting a wealth manager is likely to dent short-term sentiment and prompt some selling, but it contains no new fundamentals so the overall impact on tesla's stock is probably small to moderate and short-lived.",142,281,0.0,2019-10-04,93436.0,-0.68660951219499,2.71788816899061,7.112304790361999,11.027101009811592,-4.15415875613689,-4.76521467832281,-3.25486649112345
decrease,0.28,0.62,9651,CHURCH & DWIGHT INC,'...$CHD thinks its stock is cheap in the $70s though early this yr paid $66.04 average. What's going on here?' -Spruce Point Capital,7,"a public critique from short‑seller spruce point highlighting inconsistent buyback pricing and questioning management decisions is likely to create negative sentiment and investor concern, putting mild downward pressure on the stock.",165,390,0.0,2019-09-12,23393.0,1.08529115095734,-0.92222737148404,0.16516875096768,2.73915735185363,0.40514236316084,-2.40358044935878,-5.30961611425262
uncertain,0.2,0.65,11308,ISHARES TRUST,"'....Fake News will be working hard to find them. Great love all around. Also, big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!' -Trump Tweets",7,"the tweet is vague and concerns uk trade prospects rather than anything specific to ishares trust (an etf issuer), so any market reaction would be indirect, small, and depends on broader risk sentiment and which ishares funds investors hold.",166,399,1.0,2019-06-03,14907.0,0.22088889963924,1.16499001160264,3.2745560366608903,1.98496434216097,-0.7516434881836099,-0.40854543081321,-1.21571464737746
decrease,0.35,0.75,26053,SABRE CORP,"'...Airline and airport sources are telling ABC News that Sabre, a company that airlines use for reservations, printing bag tags, and in some cases check-in, is having computer issues affecting the check-in process at multiple airports...' -Jeffrey Cook",7,"widespread sabre system outages that disrupt airline check-in and baggage processes are likely to hurt customer confidence, risk compensation/penalties and attract negative press, causing a near-term negative reaction in sabr stock.",174,344,0.0,2019-03-26,14608.0,1.67464297264814,-1.5529408119618802,1.83529125477064,1.5058809374343098,-0.61816959641873,-3.37494028886607,-1.18203318149991
uncertain,0.2,0.85,7233,ACTIVISION BLIZZARD INC,'...Earnings is at 5pm ET - news should be around then.' -Jason Schreier Tweets 2/2,7,"the tweet only signals the timing of an earnings announcement, not its content, so it is likely to increase short-term volatility but the directional impact on activision blizzard’s stock is unclear until the actual results are released.",153,332,1.0,2019-02-12,79678.0,3.88929843902587,6.95944726467132,2.66378870866235,0.28798377057417,-7.60193318128585,-8.75795835676267,-6.72092864042462
uncertain,0.2,0.7,14946,ISHARES INC,'...It is Billions of Dollars a year better than the very bad NAFTA deal which it replaces. The difference pays for Wall many times over! (2/2' -Tweet From Pres Trump,7,"a trump tweet praising a nafta replacement could marginally boost market sentiment (which can help etf flows), but ishares is an etf issuer (and not directly exposed to the trade deal) so any impact on its stock/aum is ambiguous and likely small.",164,609,1.0,2019-01-11,83223.0,-0.42745205573737,0.47447560355067,1.83009806126361,0.7907869911226001,0.2254843013361,1.34518953590292,3.01274424064434
uncertain,0.1,0.6,22907,ISHARES INC,"'...There is good will on both [Turkey, Kurds] & a really good chance for success. The U.S. has secured the Oil, & the ISIS Fighters are double secured by Kurds & Turkey...' -Trump Tweet",7,"the tweet addresses geopolitical/energy issues with no direct link to ishares inc's fundamentals, so any effect would be indirect via broader market or sector moves and is therefore uncertain and likely small.",170,391,1.0,2019-10-18,92600.0,2.13478542864322,-1.80328097194433,2.78688647768625,1.96721114240918,3.59930582344532,2.26883023081239,4.0958543407414
decrease,0.3,0.7,21550,ALPHABET INC,"'...Thiel believes Google should be investigated for treason. He accuses Google of working with the Chinese Government."" @foxandfriends  A great and brilliant guy who knows this subject better than anyone! The Trump Administration will take a look!'",7,"allegations of collusion with a foreign government and a stated administration review elevate political and regulatory risk for alphabet, likely depressing investor sentiment and producing a modest near-term stock decline though ultimate impact is uncertain.",173,401,0.0,2019-07-16,14542.0,0.2816550200805,-0.62674288637936,-0.63888022868798,6.20330258708956,0.47514555044472,0.53574127378834,0.86454700774876
decrease,0.35,0.75,21769,IROBOT CORP,"'...Wouldn't a d/g to ""Sell"" make sense given the current price premium?' -Spruce Point Capital Tweets (2/2)",7,"a well-known short/activist (spruce point) publicly suggesting a downgrade to 'sell' and highlighting a price premium is negative sentiment that is likely to prompt some selling pressure, though a single tweet limits the likely size of the move.",154,409,0.0,2019-02-07,90971.0,9.63990464806556,6.25254735350608,17.58465741016994,22.90901628082773,0.35914669279009,-1.36775356070676,0.46061809431117
increase,0.25,0.6,21634,LIGAND PHARMACEUTICALS INC,'...on @CitronResearch $LGND report. What I found most disappointing (and fundamentally dishonest) about Andrew's work is the accusation that $LGND is lying to investors about its royalty-based business model (1/4)' -Tweet From STAT's Adam Feuerstein,7,"a well-known biotech reporter publicly disputing a citron short report is likely to blunt negative sentiment and reduce selling pressure on ligand shares, producing a modest uptick or stabilization, though the effect may be limited if the short-seller's claims gain traction elsewhere.",191,469,2.0,2019-01-16,78081.0,-16.483266651630398,0.60881250537931,2.7260335161495197,7.3148525000215905,2.64860112220048,-2.16793983900284,-3.08891440458786
increase,0.15,0.65,30570,QUALCOMM INC,'...that antitrust law is generally sympathetic to dominant companies setting prices for the products they create' -CNBC's Josh Lipton Tweets (2/2),7,"a suggestion that antitrust law is generally sympathetic to dominant firms setting prices lowers regulatory and litigation risk for qualcomm and supports its pricing power, likely improving investor sentiment and modestly boosting the stock.",153,338,2.0,2019-01-24,77178.0,-1.85435395687818,0.96437288448214,-2.53887208547926,-0.51171451865363,-4.64173965156078,-6.332549374115071,-5.47745120147599
uncertain,0.1,0.8,16153,ISHARES INC,'10:00AM THE PRESIDENT delivers remarks on the national security and humanitarian crisis on our southern border' -Bloomberg's Jennifer Epstein,7,"a presidential speech about the southern border is a political/regulatory event that does not directly affect ishares' business fundamentals, so any impact would be indirect (broader market volatility or sentiment) and therefore uncertain and likely small.",150,526,1.0,2019-02-15,83223.0,0.99169807508587,0.38821229245513,2.23795279813503,-1.66704612498795,1.7124079167842798,-1.40972934607606,-1.29751814152762
increase,0.25,0.65,42486,TESLA INC,'2020 Tesla Model S And Model X Standard Range Show Up On EPA Site' -InsideEVs,7,"an epa listing for standard‑range 2020 model s and x suggests tesla may introduce lower‑priced variants that broaden the addressable market and boost deliveries, a modest positive for the stock though likely already partially anticipated and thus limited in magnitude.",142,408,2.0,2019-11-20,93436.0,-2.0304817706346503,0.74100997298955,-5.94230669063883,-6.2035108944663,2.72293463349342,2.0870531575541,2.9111156329376797
decrease,0.35,0.75,22943,SOUTHWEST AIRLINES CO,'737 Max grounding tests Southwest's relationship with Boeing' -Article From The Air Current ~1 Hour Ago,7,"a 737 max grounding that tests southwest’s relationship with boeing likely raises operational disruption risk, repair/delay costs and fleet uncertainty, which should weigh negatively on the stock.",146,323,0.0,2019-04-23,58683.0,2.08857450634241,0.26520057581365,2.72778657355223,-1.09869651151354,-0.90073058381676,-1.99014270840131,-2.0272825743996603
uncertain,0.05,0.9,27292,VIA RENEWABLES INC,"'@CBS board members scheduled to meet Friday to discuss M&A matters including possible @Viacom merger--sources. Meeting will not be with full board, just members who deal w M&A more now' -FBN's Charlie Gasparino Tweets",7,"the tweet concerns a potential cbs/viacom m&a — unrelated to via renewables inc’s business or fundamentals — so it is unlikely to meaningfully move via’s stock, though broad market or sentiment effects could cause a very small indirect impact.",179,341,1.0,2019-06-12,14830.0,6.06936514377594,0.99908858537673,1.45322292296439,-2.45232027226057,-2.53520663827657,0.28985262690426,2.26601498340148
increase,0.15,0.65,9163,CATERPILLAR INC,"'@CaterpillarInc and continue our Administration's fight for a free and fair trade deal. While the Democrats are focused on Presidential harassment, we will continue to fight for what matters most to the American people.' -VP Pence",7,"a positive public endorsement from the vice president and a pledge to pursue a ‘free and fair’ trade deal reduces trade-policy uncertainty for an export-sensitive company like caterpillar, likely producing a small uptick in sentiment and the stock price.",173,335,2.0,2019-09-30,18542.0,-0.22118554916232,-3.1193055212497702,-4.79771799800271,1.63883082780764,0.15823795692995,-0.01579990828569,0.47622708787935
decrease,0.3,0.6,29784,T MOBILE U S INC,'@TMobile - @sprint discuss last-minute settlement negotiations w NY Ags...' -Tweet From FOX Business' Charlie Gasparino,7,"last-minute settlement talks with new york attorneys general signal renewed regulatory uncertainty and potential delay or tougher concessions for the t‑mobile/sprint deal, which tends to weigh on t‑mobile’s stock price.",153,329,0.0,2019-12-06,91937.0,1.03976530954241,-2.40544788539409,-2.91998545037873,-0.43735050770609,-1.78707428276538,-1.3716186442502,-0.90159325853074
uncertain,0.3,0.6,41590,T MOBILE U S INC,'@TMobile @sprint deal participants say formal @JusticeATR announcement now likely Friday' -FBN's Charlie Gasparino Tweets,7,"the tweet only signals the timing of a justice department announcement about the t‑mobile/sprint deal, not whether it will approve, block, or settle — the direction of the stock will depend entirely on the substance of that announcement (though reduced timing uncertainty could slightly buoy the stock).",153,550,1.0,2019-07-25,91937.0,-0.8683748543262401,5.43110519647598,-0.75085211424776,-2.51533208863763,3.16099449992179,3.79860506053097,4.10693552155829
increase,0.2,0.6,36939,T MOBILE U S INC,'@TMobile @sprint discussed possible repricing of merger amid divestitures; cos now leaning against repricing but no final decision made-sources' -Tweet From Charlie Gasparino,7,"the report that t‑mobile and sprint are leaning against repricing reduces the risk of renegotiation and preserves expected deal economics, a modestly positive signal for t‑mobile’s shares, though lingering uncertainty because no final decision has been made limits the upside.",164,468,2.0,2019-08-01,91937.0,-0.52678510546684,-1.99217535555362,-1.77782883982139,-2.57218627869368,-1.9311187788844104,-3.21679283242988,-5.36498104348771
increase,0.5,0.65,35031,T MOBILE U S INC,'@TMobile @sprint execs tell regulators merger would reduce wireless costs for consumers by increasing capacity; banking on antitrust chief Delharim @FCC chief Pai to approve deal. ' -Charlie Gasparino Tweets (1/2),7,"the story signals management is arguing consumer benefits and highlights potentially friendly regulators (boosting the odds of merger approval), which would be positive for t‑mobile’s prospects and stock, though regulatory risk keeps certainty moderate.",174,342,2.0,2019-04-08,91937.0,1.2508953921496802,0.26673425454646,3.59398771309349,3.53783036811492,0.42825895361602,1.9565195112617,0.88913681821394
decrease,0.4,0.7,29458,MORGAN STANLEY DEAN WITTER & CO,"'@Uber IPO debacle sparks criticism of co officials underwriters and @NYSE as small investors experienced huge losses while professional traders ""flipped"" shares. @MorganStanley @NYSE @Uber officials all under fire for mispricing IPO...' -Tweet Gasparino",7,"negative publicity and potential regulatory or legal scrutiny from a high‑profile ipo mispricing involving morgan stanley as an underwriter is likely to weigh on investor sentiment and cause a near‑term stock price decline, though the impact may be limited by the firm's broader business strength.",190,288,0.0,2019-05-13,69032.0,-4.66119945049285,-0.38479398936033,-0.7016780972504499,-4.54957486827558,-0.23681509774178,-0.40833577502876,-0.79211933762757
uncertain,0.1,0.7,18699,GEVO INC,"'@realDonaldTrump is on the phone w @SecretarySonny who is w/ farmers & ranchers in  attendance at the Farm Progress Show in Decatur, Illinois. Our @POTUS is working hard for our farmers & supports them in all that they do!' -WH Press Sec Grisham",7,"the tweet is a generic political show of support for farmers that could indirectly benefit biofuel/feedstock companies like gevo if it presages favorable agricultural or biofuel policy, but it contains no specific policy announcements or company-level news so any impact on gevo's stock is unclear and likely small.",184,422,1.0,2019-08-28,12579.0,1.52091104537248,-2.2471977397799403,11.98501625523122,22.09737457469143,-4.3636322021484295,-4.014594700239369,-5.73476155392237
increase,0.4,0.75,30503,QUALCOMM INC,'A Headline Negative': Intel Analysts React To Chipmaker's Exit From 5G Modems,7,"a rival chipmaker exiting the 5g modem market reduces competition and should boost qualcomm's market share and pricing power in 5g modems, producing a modest-to-moderate positive impact given qualcomm is already a dominant supplier and other risks remain.",140,477,2.0,2019-04-17,77178.0,12.249830365180973,1.02427611127495,7.574605286275269,10.19220728487133,23.20740967988968,23.7049978520849,26.02861418723423
decrease,0.35,0.8,23595,ALTRIA GROUP INC,"'A House panel is threatening to subpoena Juul, saying the e-cigarette maker is not cooperating with a congressional probe' -CNBC",7,"because altria owns a large stake in juul, news that juul may be subpoenaed for noncooperation raises regulatory, legal, and reputational risk that could impair altria's investment value and investor sentiment, likely putting downward pressure on the stock.",152,287,0.0,2019-09-18,13901.0,-1.13774193450808,-1.76298040896654,-0.68559933427337,-1.54260776120954,-0.24148388765752,-1.6662627262174898,-5.22715781990176
decrease,0.2,0.6,24793,ISHARES TRUST,'A Look Inside Can Prove Meaningful': Queries Warranted With China ETFs,7,"the headline suggests increased scrutiny and potential concerns around ishares’ china etfs, which could weigh on investor demand and assets-under-management (and thus fees/revenue), modestly pressuring ishares trust’s stock.",139,332,0.0,2019-02-06,12628.0,-1.0298985056579102,-1.46022615954279,-0.13427632799559,0.3356779628145699,1.8267961218953104,2.12044104330999,1.50058907049444
increase,0.25,0.65,36091,WINNEBAGO INDUSTRIES INC,'A Natural Fit With Our Portfolio': Winnebago To Buy Newmar For $344M,7,"a $344m acquisition of newmar — described as a 'natural fit' — likely expands winnebago's product mix into higher-end motorhomes with potential synergies and is modest relative to the company's size, so the market should view it as net positive, though integration and financing risks temper the upside.",147,421,2.0,2019-09-16,51086.0,2.4204498156905103,3.2129555940628003,6.4790192231126005,1.83217918769904,4.25290614366531,4.90727897116329,7.79829918922321
