custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
19281,AMERISOURCEBERGEN CORP,"Bank of America Downgrades AmerisourceBergen to Underperform, Lowers Price Target to $76",8,decrease,0.85,0.7,"a downgrade from bank of america typically signals negative sentiment towards the stock, likely leading to a decrease in its price.",0.0,2019-04-10,ABC,2019-04-10 12:07:00+00:00,81540.0,03073E10,-0.0442980788648128,0.0034002170432358,-0.0033886947203427,-0.0070554390549659,0.0053934156894683,0.0034059425815939,-0.0046672988682985,-0.0043073743581771,-0.0062294621020555,0.0074873813427984,0.0044935760088264,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,493992.0,0.8835,0.1122,0.3451,0.4340799999999999,-0.4783780788648128,0.01,-0.0065997829567641,0.584275,-0.5876636947203427,-0.069515,0.062459560945034,0.124855,-0.1194615843105316,-0.2727199999999999,0.2761259425815939,0.1071849999999999,-0.1118522988682985,0.1071849999999999,-0.1114923743581771,0.866995,-0.8732244621020555,-0.193205,0.2006923813427984,-0.11369,0.1181835760088265,-0.4849778618215769,-0.5942634776771069,-0.5252041337753087,0.2191239192160963,-0.5015672353953122
19289,AMERISOURCEBERGEN CORP,Evercore ISI Group Downgrades AmerisourceBergen to In-Line,8,decrease,0.8,0.6,"a downgrade from a reputable firm like evercore isi typically signals reduced expectations for the company's performance, which can lead to a decline in stock price.",0.0,2019-04-10,ABC,2019-04-10 11:07:00+00:00,81540.0,03073E10,-0.0442980788648128,-0.0030489915516227,-0.0038023367524147,-0.0053103170357644,-0.0186853352934122,0.0034002170432358,-0.0033886947203427,-0.0070554390549659,0.0053934156894683,0.0034059425815939,-0.0046672988682985,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,493992.0,0.8835,0.1122,0.3451,0.4340799999999999,-0.4783780788648128,0.01,-0.0130489915516227,0.584275,-0.5880773367524147,-0.069515,0.0642046829642355,0.124855,-0.1435403352934122,-0.2727199999999999,0.2761202170432358,0.1071849999999999,-0.1105736947203427,0.1071849999999999,-0.1142404390549659,0.866995,-0.8616015843105316,-0.193205,0.1966109425815939,-0.11369,0.1090227011317014,-0.4914270704164356,-0.6011263283040374,-0.5238726537881792,0.1967845647140592,-0.5046618573293089
19297,ARCHER DANIELS MIDLAND CO,"Archer Daniels Midland Statement Shows Co. Opening Voluntary Early Retirement Window For Certain US, Canadian Employees",8,uncertain,0.6,0.3,"the opening of a voluntary early retirement window may indicate cost-cutting measures, which could be seen positively or negatively by investors depending on the perceived impact on future operations and workforce stability.",1.0,2019-04-10,ADM,2019-04-10 19:53:00+00:00,10516.0,03948310,0.0107527561485767,0.0931174159049987,-0.0111111002042889,0.0093632424250245,0.0315399020910263,-0.0215827133506536,-0.0312500149011611,0.0037950628902763,-0.0056710271164774,-0.0209125727415084,-0.0427184961736202,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,489282.0,0.7249,0.0336,0.2802,0.357952,-0.3471992438514232,0.01,0.0831174159049987,0.481185,-0.492296100204289,-0.0552409999999999,0.0646042424250245,0.104237,-0.0726970979089736,-0.221968,0.2003852866493463,0.089739,-0.1209890149011611,0.089739,-0.0859439371097236,0.7131529999999999,-0.7188240271164774,-0.156727,0.1358144272584915,-0.091486,0.0487675038263797,-0.2640818279464245,-0.4091786842992902,-0.4276918577792645,0.1922924311653971,-0.5407897613931446
19305,AUTODESK INC,"KeyBanc Reinstates Overweight on Autodesk, Announces $196 Price Target",8,increase,0.8,0.7,the reinstatement of an 'overweight' rating and a price target of $196 suggests positive sentiment and potential for stock price appreciation.,2.0,2019-04-10,ADSK,2019-04-10 12:24:00+00:00,85631.0,05276910,0.0203520245850086,0.0060154423117637,0.0056947828270494,0.0138732073828578,-0.0008378272177651,0.013415303081274,-0.0151682095602154,-0.0081210006028413,0.0025409418158233,-0.0045057688839733,-0.0067891902290284,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,494365.0,1.5521,0.2819,-0.864,0.755008,-0.7346559754149914,0.01,-0.0039845576882362,1.018865,-1.0131702171729506,-0.129689,0.1435622073828578,0.211773,-0.2126108272177651,-0.486672,0.500087303081274,0.180731,-0.1958992095602154,0.180731,-0.1888520006028413,1.515537,-1.5129960581841766,-0.346983,0.3424772311160267,-0.207294,0.2005048097709715,-0.7386405331032276,-1.0171547748611869,-0.8696080097900929,0.4310386832463666,-0.8546779243789612
19313,ARGAN INC,"Argan Q4 EPS $(0.15) Misses $(0.05) Estimate, Sales $87.66M Beat $62.05M Estimate",8,uncertain,0.6,0.3,"while the sales beat expectations, the significant earnings miss may lead to mixed reactions from investors, creating uncertainty about the stock's immediate direction.",1.0,2019-04-10,AGX,2019-04-10 20:49:00+00:00,64785.0,04010E10,0.0063656195998191,-0.0038924489635974,-0.0390763580799102,-0.0150432344526052,0.0691103264689445,0.0250000264495611,0.0062717208638787,-0.0266619995236396,0.0085378782823681,0.0084656001999974,-0.0139908920973539,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,493227.0,0.5394,0.9063,0.332,0.268912,-0.2625463804001808,0.01,-0.0138924489635974,0.36061,-0.3996863580799103,-0.038546,0.0235027655473947,0.080122,-0.0110116735310554,-0.162608,0.1876080264495611,0.0693339999999999,-0.0630622791361212,0.0693339999999999,-0.0959959995236396,0.533218,-0.5246801217176318,-0.114062,0.1225276001999974,-0.065516,0.051525107902646,-0.2764388293637782,-0.4135788070435077,-0.3761835925325155,0.2000991184659004,-0.3220776658251881
19321,A A R CORP,AAR Announces PW2000 Contract With MTU Maintenance Extended For Another Five Years,8,increase,0.8,0.6,"the extension of the pw2000 contract with mtu maintenance for another five years indicates a stable revenue stream and potential growth for aar corp, which is likely to positively impact investor sentiment.",2.0,2019-04-10,AIR,2019-04-10 13:31:00+00:00,54594.0,00036110,0.0153893223032355,0.0330753177404403,0.010558565147221,-0.0020222265738993,-0.0047281761653721,0.0135731771588325,0.0097087044268846,0.029509263113141,0.0074074543081223,-0.0079923272132873,-0.0215920098125934,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,493089.0,1.0854,1.0722,0.156,0.5309919999999999,-0.5156026776967644,0.01,0.0230753177404403,0.71551,-0.7049514348527789,-0.087686,0.0856637734261006,0.151102,-0.1558301761653721,-0.3373279999999999,0.3509011771588325,0.1293939999999999,-0.1196852955731153,0.1293939999999999,-0.0998847368868589,1.062838,-1.0554305456918776,-0.239642,0.2316496727867126,-0.141956,0.1203639901874065,-0.492527359956324,-0.6818761171123385,-0.6192876614266782,0.2807347744195609,-0.5720857380189001
19329,AKEBIA THERAPEUTICS INC,Akebia 8-K Shows Supply Deal With Esteve Quimica For Manufacture Of Vadadustat Drug Substance For Commercial Use,8,increase,0.75,0.6,"the supply deal with esteve quimica for the manufacture of vadadustat indicates progress in commercializing the drug, which is likely to be viewed positively by investors.",2.0,2019-04-10,AKBA,2019-04-10 11:55:00+00:00,14531.0,00972D10,0.0321715511381626,-0.0247524511069059,-0.0025380686856806,0.0407124906778335,-0.0709046944975853,-0.0578947439789772,0.0125698540359735,-0.0234482865780592,-0.0028248562011867,0.0651558116078376,0.0079787159338593,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,490452.0,1.438,1.4305,-0.7658,0.70024,-0.6680684488618374,0.01,-0.0347524511069059,0.9447,-0.9472380686856806,-0.1194199999999999,0.1601324906778335,0.19694,-0.2678446944975853,-0.45016,0.3922652560210228,0.16818,-0.1556101459640264,0.16818,-0.1916282865780592,1.40486,-1.4076848562011868,-0.3207399999999999,0.3858958116078376,-0.19132,0.1992987159338593,-0.7028208999687433,-0.9819905197925866,-0.7871055780078471,0.284553052201271,-0.7774635051805525
19337,AKEBIA THERAPEUTICS INC,UPDATE: Akebia Amended For License Deal With Vifor Subject To 3 Items,8,uncertain,0.6,0.5,"the amendment of the license deal with vifor could have mixed implications for akebia's stock price, depending on the nature of the amendments and market perception.",1.0,2019-04-10,AKBA,2019-04-10 11:54:00+00:00,14531.0,00972D10,0.0321715511381626,-0.1153153702616692,-0.0224031899124383,-0.0812500715255737,-0.2040816098451614,0.1054131388664246,-0.1443299353122711,-0.0813253000378608,-0.2426229566335678,0.0562771074473857,-0.0368853062391281,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,490452.0,1.438,1.4305,-0.7658,0.70024,-0.6680684488618374,0.01,-0.1253153702616692,0.9447,-0.9671031899124384,-0.1194199999999999,0.0381699284744262,0.19694,-0.4010216098451614,-0.45016,0.5555731388664246,0.16818,-0.3125099353122711,0.16818,-0.2495053000378608,1.40486,-1.6474829566335678,-0.3207399999999999,0.3770171074473857,-0.19132,0.1544346937608718,-0.7933838191235065,-1.0924185601741077,-0.928933261438012,0.1927214574956893,-1.1224732519090177
19345,AKEBIA THERAPEUTICS INC,"Akebia Therapeutics 8-K Shows Co., Vifor Amended License Deal For Exclusive License To Sell Fresenius Kidney Care Group",8,increase,0.7,0.6,"the amendment of the license deal for exclusive rights to sell through a reputable partner like fresenius kidney care group suggests potential for increased revenue and market presence, which is likely to positively impact the stock price.",2.0,2019-04-10,AKBA,2019-04-10 11:53:00+00:00,14531.0,00972D10,0.0321715511381626,-0.0624999813735485,-0.1153153702616692,-0.0224031899124383,-0.0812500715255737,-0.2040816098451614,0.1054131388664246,-0.1443299353122711,-0.0813253000378608,-0.2426229566335678,0.0562771074473857,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,490452.0,1.438,1.4305,-0.7658,0.70024,-0.6680684488618374,0.01,-0.0724999813735485,0.9447,-1.0600153702616693,-0.1194199999999999,0.0970168100875615,0.19694,-0.2781900715255737,-0.45016,0.2460783901548386,0.16818,-0.0627668611335754,0.16818,-0.3125099353122711,1.40486,-1.4861853000378609,-0.3207399999999999,0.0781170433664321,-0.19132,0.2475971074473857,-0.7405684302353859,-1.1325153516352178,-0.9629985601741076,0.0649051287168264,-1.2896695555150508
19353,AMERICAN TOWER CORP NEW,Kevin Kelly's American Tower Corp Options Trade,8,uncertain,0.5,0.5,the impact of kevin kelly's options trade on american tower corp's stock price is unclear without additional context regarding the nature of the trade and market conditions.,1.0,2019-04-10,AMT,2019-04-10 11:24:00+00:00,86111.0,03027X10,0.0040666623972356,0.0018681529909372,-0.0037293389905244,0.0104277906939387,-0.0005292526329867,0.0010590658057481,0.008463361300528,-0.0401259511709213,0.0215847250074148,-0.0085584297776222,-0.0121392169967293,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,494437.0,0.3374,-0.2427,-0.105,0.171952,-0.1678853376027643,0.01,-0.0081318470090627,0.22931,-0.2330393389905244,-0.0203659999999999,0.0307937906939387,0.053862,-0.0543912526329867,-0.097968,0.0990270658057481,0.047114,-0.0386506386994719,0.047114,-0.0872399511709213,0.3372779999999999,-0.3156932749925851,-0.067602,0.0590435702223777,-0.037236,0.0250967830032706,-0.1760171846118271,-0.2411711859995872,-0.2022455482965857,0.0754296038667,-0.2584164458315819
19361,SMITH A O CORP,"Baird Maintains Outperform on A.O. Smith, Raises Price Target to $62",8,increase,0.8,0.6,the maintenance of an 'outperform' rating and an increase in the price target typically signals positive sentiment and potential for stock price appreciation.,2.0,2019-04-10,AOS,2019-04-10 15:21:00+00:00,65402.0,83186520,0.0065007144585251,-0.0231512580066919,-0.0050188289023935,-0.018635306507349,-0.0101370513439178,0.0122601827606558,-0.019378749653697,-0.0197617057710886,-0.0250519197434186,-0.0205260533839464,-0.0135051067918539,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,493243.0,1.0316,0.6121,0.3734,0.505168,-0.4986672855414747,0.01,-0.0331512580066919,0.68054,-0.6855588289023936,-0.082844,0.064208693492651,0.144108,-0.1542450513439178,-0.320112,0.3323721827606559,0.123476,-0.142854749653697,0.123476,-0.1432377057710886,1.010652,-1.0357039197434188,-0.227268,0.2067419466160536,-0.134424,0.1209188932081461,-0.5318185435481667,-0.7187100869090856,-0.6213501354097426,0.242335824909389,-0.6617633525833488
19369,ALIBABA GROUP HOLDING LTD,Jumia Technologies IPO: What You Need To Know,8,uncertain,0.5,0.5,"the news about jumia technologies' ipo may not have a direct impact on alibaba's stock price, as it depends on market perception and investor sentiment towards both companies.",1.0,2019-04-10,BABA,2019-04-10 20:10:00+00:00,14888.0,01609W10,-0.0053421654738485,0.0202267803251743,-0.0033043138682842,-0.0122061111032962,0.0399694107472896,-0.0080679981037974,0.0425909087061882,-0.0207092072814703,0.0170915462076664,-0.0044146617874503,-0.0060078068636357,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,490668.0,1.1914,0.2247,-0.8202,0.581872,-0.5872141654738485,0.01,0.0102267803251743,0.78441,-0.7877143138682843,-0.097226,0.0850198888967037,0.164882,-0.1249125892527103,-0.371248,0.3631800018962026,0.141054,-0.0984630912938118,0.141054,-0.1617632072814703,1.165658,-1.1485664537923337,-0.264022,0.2596073382125496,-0.156796,0.1507881931363642,-0.5769873851486742,-0.77748753354311,-0.7026944249715805,0.3232873015401959,-0.6352172191224993
19377,ALIBABA GROUP HOLDING LTD,Alibaba Shares Tick Lower With Broader Stocks Over Last Few Mins; Hearing Jim Chanos Mentioned Co./Stock Cautiously,8,decrease,0.7,0.6,"the mention of jim chanos, known for his cautious stance on stocks, alongside the broader market decline suggests negative sentiment that could lead to a decrease in alibaba's stock price.",0.0,2019-04-10,BABA,2019-04-10 16:47:00+00:00,14888.0,01609W10,-0.0053421654738485,0.0202267803251743,-0.0033043138682842,-0.0122061111032962,0.0399694107472896,-0.0080679981037974,0.0425909087061882,-0.0207092072814703,0.0170915462076664,-0.0044146617874503,-0.0060078068636357,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,490668.0,1.1914,0.2247,-0.8202,0.581872,-0.5872141654738485,0.01,0.0102267803251743,0.78441,-0.7877143138682843,-0.097226,0.0850198888967037,0.164882,-0.1249125892527103,-0.371248,0.3631800018962026,0.141054,-0.0984630912938118,0.141054,-0.1617632072814703,1.165658,-1.1485664537923337,-0.264022,0.2596073382125496,-0.156796,0.1507881931363642,-0.5769873851486742,-0.77748753354311,-0.7026944249715805,0.3232873015401959,-0.6352172191224993
19385,ALIBABA GROUP HOLDING LTD,On Its Way: Uber Plans To Sell $10B Of Stock In May IPO,8,uncertain,0.5,0.5,"the news about uber's ipo does not directly relate to alibaba's business operations or market position, making its impact on alibaba's stock price uncertain.",1.0,2019-04-10,BABA,2019-04-10 12:21:00+00:00,14888.0,01609W10,-0.0053421654738485,0.0117413438856601,-0.0210853368043899,0.0656203106045723,0.0225634984672069,0.0202267803251743,-0.0033043138682842,-0.0122061111032962,0.0399694107472896,-0.0080679981037974,0.0425909087061882,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,490668.0,1.1914,0.2247,-0.8202,0.581872,-0.5872141654738485,0.01,0.0017413438856601,0.78441,-0.80549533680439,-0.097226,0.1628463106045723,0.164882,-0.142318501532793,-0.371248,0.3914747803251743,0.141054,-0.1443583138682842,0.141054,-0.1532601111032963,1.165658,-1.1256885892527104,-0.264022,0.2559540018962025,-0.156796,0.1993869087061882,-0.5854728215881884,-0.8037539929187298,-0.6426490261998177,0.4120025893969535,-0.5764913232967258
19393,BAIDU INC,Oppenheimer Downgrades Baidu to Perform,8,decrease,0.8,0.7,"a downgrade from a reputable firm like oppenheimer typically signals a negative outlook on the stock, which can lead to a decrease in investor confidence and subsequently a drop in stock price.",0.0,2019-04-10,BIDU,2019-04-10 14:11:00+00:00,90857.0,05675210,-0.0218784902244806,-0.0054867970757186,0.0066717555746436,-0.0063726739026606,0.0076962350867688,-0.0081466315314173,-0.0023613721132278,0.0005660018068738,-0.0226279534399509,-0.0018416126258671,0.0097523126751184,2019-04-11,2019-04-12,2019-04-15,2019-04-16,2019-04-17,2019-04-18,2019-04-22,2019-04-23,2019-04-24,2019-04-25,0.48,0.97,-0.1,0.01,0.0,-0.31,0.41,0.01,2019-04-11,0.65,-0.5,0.65,0.01,2019-04-12,-0.09,-0.22,-0.53,0.01,2019-04-15,0.13,0.12,0.7,0.01,2019-04-16,-0.32,-0.7,0.83,0.01,2019-04-17,0.11,-0.25,-0.51,0.01,2019-04-18,0.11,-0.46,-0.56,0.01,2019-04-22,0.97,0.72,-0.48,0.01,2019-04-23,-0.23,0.27,-0.07,0.01,2019-04-24,-0.14,-0.75,-0.19,0.01,2019-04-25,495416.0,1.146,0.0626,-0.3109,0.5600799999999999,-0.5819584902244805,0.01,-0.0154867970757186,0.7549,-0.7482282444253564,-0.0931399999999999,0.0867673260973393,0.15898,-0.1512837649132311,-0.35672,0.3485733684685826,0.13606,-0.1384213721132278,0.13606,-0.1354939981931261,1.1216199999999998,-1.1442479534399508,-0.2535799999999999,0.2517383873741328,-0.15044,0.1601923126751184,-0.5974452873001992,-0.763715041501075,-0.661460918328017,0.2840569296526908,-0.6576592552284709
