headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
uncertain,0.3,0.65,34986,VIA RENEWABLES INC,"'$VIAB's Bakish downplaying speculation Viacom-$CBS plans to immediate snap up @Lionsgate  @Discovery, which has depressed shares following CBS merge' -FBN's Charlie Gasparino",6,"the article centers on media m&a speculation involving viacomcbs and is not directly related to via renewables inc, so its impact on via renewables' sentiment is uncertain.",166,1238,1.0,2019-09-04,14830.0,0.72992383502423,0.10352204553782,3.5196704358562503,4.9689494606914995,1.37420836836099,0.7352908439171,0.95643142287145
decrease,0.6,0.65,27427,VANDA PHARMACEUTICALS INC,"'$VNDA amended Qui Tam complaint now unsealed.  Three new whistleblowers allege illegal activity at the company including a former sales manager, sales rep, and unidentified current employee.  Documents now live:...' -Tweets Aurelius Value",6,"unsealed amended qui tam with three new whistleblowers signals increased legal and regulatory risk for vanda, typically leading to negative investor sentiment.",177,712,0.0,2019-06-10,91186.0,-2.9181484133005102,-1.97947546839714,9.23753083616525,1.31964324980531,1.59074664115905,-5.0033795002446,-7.929227266744331
decrease,0.6,0.65,37897,X P O INC,"'$XPO - stock promo or a company dedicated to superior client service?  ""The Better Business Bureau has received hundreds of complaints of missing packages, missed deliveries and poor customer service""' -Spruce Point Capital Tweets",6,"allegations of hundreds of bbb complaints about missing packages and poor service suggest operational issues and reputational risk that could dampen investor sentiment, though credibility concerns about a short-seller's framing may temper the impact.",161,920,0.0,2019-01-29,90175.0,-1.46175334230065,2.22515631467103,-0.4944770591292499,-3.3789339554255102,-0.90133808553218,1.13337491806322,0.71977530586462
increase,0.45,0.62,11283,ISHARES TRUST,"''Let's do this deal,' Trump tells May' -BBC",6,"a positive signal of deal-making by political leaders can boost overall market optimism, potentially raising sentiment for broad equity etfs like ishares trusts.",130,711,2.0,2019-06-04,14907.0,1.16499001160264,-0.09337874944321,2.61437950260843,2.0235753279970603,0.22088889963924,-0.53241488557462,-0.18855896268061
decrease,0.7,0.72,22242,TESLA INC,"''There's absolutely no reason to own' Tesla in the near term, says wealth manager' -CNBC",6,a wealth manager's stark bearish claim that there is 'absolutely no reason to own' tesla in the near term signals negative sentiment and could dampen investor enthusiasm in the short term.,137,658,0.0,2019-10-04,93436.0,-0.68660951219499,2.71788816899061,7.112304790361999,11.027101009811592,-4.15415875613689,-4.76521467832281,-3.25486649112345
uncertain,0.15,0.61,32033,STARBUCKS CORP,"'... Besides, America already has that! I only hope that Starbucks is still paying me their rent in Trump Tower!' -Trump Tweets (2/2)",6,"the trump tweet about starbucks renting space at trump tower is a non-financial political reference, unlikely to affect starbucks' fundamentals, so investor sentiment is uncertain and likely muted.",153,1231,1.0,2019-01-28,77702.0,-0.28319396078586,0.20926664583384,1.01644279239172,5.16585505779634,3.62990200519561,0.99352100959246,2.59978122690858
uncertain,0.4,0.57,9650,CHURCH & DWIGHT INC,'...$CHD thinks its stock is cheap in the $70s though early this yr paid $66.04 average. What's going on here?' -Spruce Point Capital,6,"the piece quotes a hedge fund questioning chd's valuation stance, introducing skepticism and uncertainty about the stock's price rationale.",160,1221,1.0,2019-09-12,23393.0,1.08529115095734,-0.92222737148404,0.16516875096768,2.73915735185363,0.40514236316084,-2.40358044935878,-5.30961611425262
uncertain,0.25,0.58,11307,ISHARES TRUST,"'....Fake News will be working hard to find them. Great love all around. Also, big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!' -Trump Tweets",6,"the tweet is not about ishares trust and presents mixed signals (potential positive trade deal plus political noise), making its impact on sentiment unclear.",161,778,1.0,2019-06-03,14907.0,0.22088889963924,1.16499001160264,3.2745560366608903,1.98496434216097,-0.7516434881836099,-0.40854543081321,-1.21571464737746
decrease,0.6,0.65,26052,SABRE CORP,"'...Airline and airport sources are telling ABC News that Sabre, a company that airlines use for reservations, printing bag tags, and in some cases check-in, is having computer issues affecting the check-in process at multiple airports...' -Jeffrey Cook",6,"reported outages affecting check-in at multiple airports imply operational disruption and potential revenue impact for sabre's customers, signaling higher risk and likely negative sentiment in the near term.",169,649,0.0,2019-03-26,14608.0,1.67464297264814,-1.5529408119618802,1.83529125477064,1.5058809374343098,-0.61816959641873,-3.37494028886607,-1.18203318149991
increase,0.6,0.65,14945,ISHARES INC,'...It is Billions of Dollars a year better than the very bad NAFTA deal which it replaces. The difference pays for Wall many times over! (2/2' -Tweet From Pres Trump,6,"positive framing of a trade deal improvement suggests a better economic outlook, which tends to lift equity sentiment and could boost demand for ishares etfs.",159,840,2.0,2019-01-11,83223.0,-0.42745205573737,0.47447560355067,1.83009806126361,0.7907869911226001,0.2254843013361,1.34518953590292,3.01274424064434
increase,0.45,0.62,22906,ISHARES INC,"'...There is good will on both [Turkey, Kurds] & a really good chance for success. The U.S. has secured the Oil, & the ISIS Fighters are double secured by Kurds & Turkey...' -Trump Tweet",6,"the tweet frames geopolitical stabilization and secured oil as positive for risk appetite, which could lift demand for broadly exposed ishares etfs.",165,1349,2.0,2019-10-18,92600.0,2.13478542864322,-1.80328097194433,2.78688647768625,1.96721114240918,3.59930582344532,2.26883023081239,4.0958543407414
decrease,0.5,0.6,21549,ALPHABET INC,"'...Thiel believes Google should be investigated for treason. He accuses Google of working with the Chinese Government."" @foxandfriends  A great and brilliant guy who knows this subject better than anyone! The Trump Administration will take a look!'",6,"the piece portrays alphabet under serious political scrutiny and potential investigations, which heightens regulatory/geopolitical risk and could dampen investor sentiment.",168,1096,0.0,2019-07-16,14542.0,0.2816550200805,-0.62674288637936,-0.63888022868798,6.20330258708956,0.47514555044472,0.53574127378834,0.86454700774876
increase,0.3,0.6,21633,LIGAND PHARMACEUTICALS INC,'...on @CitronResearch $LGND report. What I found most disappointing (and fundamentally dishonest) about Andrew's work is the accusation that $LGND is lying to investors about its royalty-based business model (1/4)' -Tweet From STAT's Adam Feuerstein,6,"the tweet defends lgnd against the accusations, which could lift sentiment by reducing perceived risk from the citron research report, though the ongoing dispute may keep some investors cautious.",186,1103,2.0,2019-01-16,78081.0,-16.483266651630398,0.60881250537931,2.7260335161495197,7.3148525000215905,2.64860112220048,-2.16793983900284,-3.08891440458786
increase,0.6,0.65,30569,QUALCOMM INC,'...that antitrust law is generally sympathetic to dominant companies setting prices for the products they create' -CNBC's Josh Lipton Tweets (2/2),6,"if antitrust law is perceived as more permissive toward dominant firms' pricing, investors may view qualcomm as having reduced regulatory risk and stronger pricing power, boosting sentiment.",148,712,2.0,2019-01-24,77178.0,-1.85435395687818,0.96437288448214,-2.53887208547926,-0.51171451865363,-4.64173965156078,-6.332549374115071,-5.47745120147599
uncertain,0.45,0.66,24155,RED ROBIN GOURMET BURGERS INC,'.@redrobinburgers has installed a poison pill and hired a top #activist defense adviser who has had some success in the past defending companies against Vintage Capital's Brian Kahn. Sources tell @rorol Vintage is likely pushing for some M&A...',6,"the poison pill and activist-defense adviser imply a defensive stance against a potential takeover, while signals of likely m&a pressure from vintage create mixed signals about near-term sentiment.",183,1358,1.0,2019-06-12,89453.0,-3.924531862139699,31.500396132469177,22.11312406368455,19.5601012326704,0.7987792603671501,1.22230586463418,1.49367814557113
uncertain,0.0,0.62,16152,ISHARES INC,'10:00AM THE PRESIDENT delivers remarks on the national security and humanitarian crisis on our southern border' -Bloomberg's Jennifer Epstein,6,"political remarks on border security can influence markets in multiple directions, and without details on policy or market impact, investor sentiment toward ishares is not clearly up or down.",145,974,1.0,2019-02-15,83223.0,0.99169807508587,0.38821229245513,2.23795279813503,-1.66704612498795,1.7124079167842798,-1.40972934607606,-1.29751814152762
increase,0.42,0.62,42485,TESLA INC,'2020 Tesla Model S And Model X Standard Range Show Up On EPA Site' -InsideEVs,6,"epa listings for standard range variants suggest tesla is expanding its affordable lineup, potentially boosting demand and investor optimism.",137,1025,2.0,2019-11-20,93436.0,-2.0304817706346503,0.74100997298955,-5.94230669063883,-6.2035108944663,2.72293463349342,2.0870531575541,2.9111156329376797
decrease,0.55,0.62,22942,SOUTHWEST AIRLINES CO,'737 Max grounding tests Southwest's relationship with Boeing' -Article From The Air Current ~1 Hour Ago,6,"the article points to potential strain in southwest's relations with boeing amid 737 max grounding tests, signaling regulatory/safety/cost concerns that could dampen investor sentiment.",141,846,0.0,2019-04-23,58683.0,2.08857450634241,0.26520057581365,2.72778657355223,-1.09869651151354,-0.90073058381676,-1.99014270840131,-2.0272825743996603
uncertain,0.0,0.6,39538,VIA RENEWABLES INC,'@CBS -@Viacom execs bracing for possible Aug 8 announcement of CBS/Viacom merger' -Tweet From Charlie Gasparino,6,"the cbs/viacom merger news is not about via renewables inc, so it does not provide a clear directional signal for its investor sentiment.",155,909,1.0,2019-08-01,14830.0,-0.8226618170738199,1.56682096421718,-0.36866320536048,-3.3179778681337297,-0.54545835591852,-0.45496079545406,-0.45496079545406
uncertain,0.0,0.6,27291,VIA RENEWABLES INC,"'@CBS board members scheduled to meet Friday to discuss M&A matters including possible @Viacom merger--sources. Meeting will not be with full board, just members who deal w M&A more now' -FBN's Charlie Gasparino Tweets",6,"the news concerns cbs/viacom m&a discussions and has no direct link to via renewables inc, so its impact on via renewables' investor sentiment is unclear.",174,850,1.0,2019-06-12,14830.0,6.06936514377594,0.99908858537673,1.45322292296439,-2.45232027226057,-2.53520663827657,0.28985262690426,2.26601498340148
increase,0.4,0.58,9162,CATERPILLAR INC,"'@CaterpillarInc and continue our Administration's fight for a free and fair trade deal. While the Democrats are focused on Presidential harassment, we will continue to fight for what matters most to the American people.' -VP Pence",6,"a pro-trade administration stance could be viewed as favorable for caterpillar's export-heavy business, signaling potential improvements in trade policy, though lack of specifics introduces some uncertainty.",168,846,2.0,2019-09-30,18542.0,-0.22118554916232,-3.1193055212497702,-4.79771799800271,1.63883082780764,0.15823795692995,-0.01579990828569,0.47622708787935
uncertain,0.4,0.6,26131,T MOBILE U S INC,'@TMobile - @sprint execs believe @JusticeATR announcement on controversial $26b merger is imminent could be as early as today so stay tuned interesting to note @JohnLegere and @marceloclaure spent the weekend and into Monday in DC story developing',6,"the report suggests an imminent doj decision on a controversial merger, but without the decision outcome, investor sentiment remains uncertain.",176,1156,1.0,2019-06-25,91937.0,-1.27084869891405,-2.06489786505699,1.20675995942547,5.43040432331671,-0.21135539282113,-3.06685408453438,-3.50025281488041
uncertain,0.5,0.65,41589,T MOBILE U S INC,'@TMobile @sprint deal participants say formal @JusticeATR announcement now likely Friday' -FBN's Charlie Gasparino Tweets,6,"the tweet signals a likely doj announcement about the sprint/t-mobile deal but does not state the outcome, leaving investor sentiment unclear until the decision is revealed.",148,774,1.0,2019-07-25,91937.0,-0.8683748543262401,5.43110519647598,-0.75085211424776,-2.51533208863763,3.16099449992179,3.79860506053097,4.10693552155829
uncertain,0.4,0.65,36938,T MOBILE U S INC,'@TMobile @sprint discussed possible repricing of merger amid divestitures; cos now leaning against repricing but no final decision made-sources' -Tweet From Charlie Gasparino,6,"the report shows mixed signals (possible repricing discussed yet leaning against it with no final decision), creating uncertainty about the merger terms and investors' reaction.",159,843,1.0,2019-08-01,91937.0,-0.52678510546684,-1.99217535555362,-1.77782883982139,-2.57218627869368,-1.9311187788844104,-3.21679283242988,-5.36498104348771
increase,0.6,0.6,35030,T MOBILE U S INC,'@TMobile @sprint execs tell regulators merger would reduce wireless costs for consumers by increasing capacity; banking on antitrust chief Delharim @FCC chief Pai to approve deal. ' -Charlie Gasparino Tweets (1/2),6,"executives portraying the merger as reducing costs and increasing capacity and expecting regulatory approval suggest a positive outcome for investors, though regulatory risk introduces some uncertainty.",169,1033,2.0,2019-04-08,91937.0,1.2508953921496802,0.26673425454646,3.59398771309349,3.53783036811492,0.42825895361602,1.9565195112617,0.88913681821394
