"","question","return","model","prompt","mag_v_conf","ret","up.coef","down.coef","up.se","down.se","group_id","id","return_type"
"11","q1",0.0445997162731278,"gpt-3.5-turbo","base_json","confidence","1",-0.427922150532963,0.358444222790994,0.828524515785416,1.47735565399642,"q1_confidence_1_base_json",11,"realized"
"12","q1",0.0445997162731278,"gpt-3.5-turbo","cot1","confidence","1",-0.360470369789144,-1.5780109670091,0.740439067234084,1.47847245015714,"q1_confidence_1_cot1",12,"realized"
"13","q1",0.0445997162731278,"gpt-3.5-turbo","cot2","confidence","1",0.584813978912838,-1.75809679851197,0.693573674006305,1.34448549075234,"q1_confidence_1_cot2",13,"realized"
"14","q1",0.0445997162731278,"gpt-3.5-turbo","cot3","confidence","1",-0.352082734850771,-0.124767139645241,0.751110807124287,1.22498455775382,"q1_confidence_1_cot3",14,"realized"
"15","q1",0.0445997162731278,"gpt-3.5-turbo","persona1","confidence","1",-1.67249812319109,1.00702470726469,0.662742867796365,1.333833972397,"q1_confidence_1_persona1",15,"realized"
"16","q1",0.0445997162731278,"gpt-3.5-turbo","persona2","confidence","1",-1.92766531169587,1.34537377075874,0.560177223428545,1.35993512760275,"q1_confidence_1_persona2",16,"realized"
"17","q1",0.0445997162731278,"gpt-3.5-turbo","persona3","confidence","1",-1.28504757117514,1.3679287532934,0.609328839893652,1.58464980330581,"q1_confidence_1_persona3",17,"realized"
"18","q1",0.0445997162731278,"gpt-3.5-turbo","persona4","confidence","1",-2.31024473160069,0.758436388697847,1.04388949520476,2.13051984261056,"q1_confidence_1_persona4",18,"realized"
"19","q1",0.0445997162731278,"gpt-3.5-turbo","base_blanks","no_interaction","1",0.482300327637142,-0.588807019079906,0.0771686926548669,0.0985773610585328,"q1_no_interaction_1_base_blanks",64,"realized"
"20","q1",0.0445997162731278,"gpt-3.5-turbo","base_json","no_interaction","1",0.433776648237455,-0.800916077951401,0.0749272319754655,0.115747154478273,"q1_no_interaction_1_base_json",65,"realized"
"21","q1",0.0445997162731278,"gpt-3.5-turbo","cot1","no_interaction","1",0.420678882607717,-0.786425695539678,0.0752021298239198,0.113722407907962,"q1_no_interaction_1_cot1",66,"realized"
"22","q1",0.0445997162731278,"gpt-3.5-turbo","cot2","no_interaction","1",0.431075109368686,-0.805928863943437,0.0752564785331003,0.115210677080041,"q1_no_interaction_1_cot2",67,"realized"
"23","q1",0.0445997162731278,"gpt-3.5-turbo","cot3","no_interaction","1",0.432838332910356,-0.783312966112599,0.0755191869613265,0.112952994318747,"q1_no_interaction_1_cot3",68,"realized"
"24","q1",0.0445997162731278,"gpt-3.5-turbo","persona1","no_interaction","1",0.420895479378332,-0.794910425236162,0.0749353487192136,0.11624244842405,"q1_no_interaction_1_persona1",69,"realized"
"25","q1",0.0445997162731278,"gpt-3.5-turbo","persona2","no_interaction","1",0.420348378462422,-0.802827222229955,0.0736962048292293,0.116966439034086,"q1_no_interaction_1_persona2",70,"realized"
"26","q1",0.0445997162731278,"gpt-3.5-turbo","persona3","no_interaction","1",0.413926517675451,-0.775864274920927,0.0732600222881007,0.114507747983719,"q1_no_interaction_1_persona3",71,"realized"
"27","q1",0.0445997162731278,"gpt-3.5-turbo","persona4","no_interaction","1",0.424922171697645,-0.780309342823131,0.073902538748147,0.115621368814475,"q1_no_interaction_1_persona4",72,"realized"
"28","q1",0.316035394956831,"gpt-3.5-turbo","base_blanks","magnitude","5",0.387205487653236,-0.244243252717208,0.700714716098238,0.747698057653695,"q1_magnitude_5_base_blanks",46,"realized"
"29","q1",0.316035394956831,"gpt-3.5-turbo","base_json","magnitude","5",0.854911418343741,0.529484851177526,0.643322633529712,0.892232142921489,"q1_magnitude_5_base_json",47,"realized"
"30","q1",0.316035394956831,"gpt-3.5-turbo","cot1","magnitude","5",-0.0829713854214947,0.425475135931495,0.454248003512572,0.855186551148244,"q1_magnitude_5_cot1",48,"realized"
"31","q1",0.316035394956831,"gpt-3.5-turbo","cot2","magnitude","5",-0.171967731926524,-0.284258739760529,0.487125715084428,1.26815266281271,"q1_magnitude_5_cot2",49,"realized"
"32","q1",0.316035394956831,"gpt-3.5-turbo","cot3","magnitude","5",0.0808633536244266,1.00720672598496,0.581303574512206,0.8508627204982,"q1_magnitude_5_cot3",50,"realized"
"33","q1",0.316035394956831,"gpt-3.5-turbo","persona1","magnitude","5",0.391783996926725,1.21584813102226,0.66046925101662,0.77101680201524,"q1_magnitude_5_persona1",51,"realized"
"34","q1",0.316035394956831,"gpt-3.5-turbo","persona2","magnitude","5",-0.299884582110204,1.05077637960515,0.472724894296296,0.756271943378313,"q1_magnitude_5_persona2",52,"realized"
"35","q1",0.316035394956831,"gpt-3.5-turbo","persona3","magnitude","5",0.26643131131791,1.17636918466534,0.472190495842922,0.932233170816872,"q1_magnitude_5_persona3",53,"realized"
"36","q1",0.316035394956831,"gpt-3.5-turbo","persona4","magnitude","5",-0.450995543326369,1.2435153794247,0.973533837284496,1.54995420587167,"q1_magnitude_5_persona4",54,"realized"
"37","q1",0.316035394956831,"gpt-3.5-turbo","base_blanks","confidence","5",-1.68257310484924,0.895592062808089,2.31275296805405,1.5289126104916,"q1_confidence_5_base_blanks",19,"realized"
"38","q1",0.316035394956831,"gpt-3.5-turbo","base_json","confidence","5",-0.430475564705112,-5.92641216683998,1.63127442044805,4.97805494023836,"q1_confidence_5_base_json",20,"realized"
"39","q1",0.316035394956831,"gpt-3.5-turbo","cot1","confidence","5",-0.973778430134674,-9.92327654756832,0.965869764464503,5.02041565381504,"q1_confidence_5_cot1",21,"realized"
"40","q1",0.316035394956831,"gpt-3.5-turbo","cot2","confidence","5",-0.33119894248057,-4.86475395143967,1.02557257733183,2.33763676455528,"q1_confidence_5_cot2",22,"realized"
"41","q1",0.316035394956831,"gpt-3.5-turbo","cot3","confidence","5",-0.614359225060706,-6.94981898213279,1.00684921721126,3.95742193731199,"q1_confidence_5_cot3",23,"realized"
"42","q1",0.316035394956831,"gpt-3.5-turbo","persona1","confidence","5",-1.12632887583481,-4.31973089125919,1.21766030149664,3.46431964210517,"q1_confidence_5_persona1",24,"realized"
"43","q1",0.316035394956831,"gpt-3.5-turbo","persona2","confidence","5",-2.94933915819763,-4.87413020505768,0.91917936109327,3.80229859489347,"q1_confidence_5_persona2",25,"realized"
"44","q1",0.316035394956831,"gpt-3.5-turbo","persona3","confidence","5",-1.87496670568079,0.0843541454697505,0.982644859413503,3.58674554332771,"q1_confidence_5_persona3",26,"realized"
"45","q1",0.316035394956831,"gpt-3.5-turbo","persona4","confidence","5",-1.96387302117497,1.14970598349326,2.42837064419698,3.5236058976173,"q1_confidence_5_persona4",27,"realized"
"46","q1",0.316035394956831,"gpt-3.5-turbo","base_blanks","no_interaction","5",0.712463119019953,-0.237608048826852,0.149975008186279,0.208224276630645,"q1_no_interaction_5_base_blanks",73,"realized"
"47","q1",0.316035394956831,"gpt-3.5-turbo","base_json","no_interaction","5",0.657551951234585,-0.407420083394775,0.148494780854029,0.237054671097442,"q1_no_interaction_5_base_json",74,"realized"
"48","q1",0.316035394956831,"gpt-3.5-turbo","cot1","no_interaction","5",0.633614875414064,-0.392298332664298,0.14786445943694,0.233529610740724,"q1_no_interaction_5_cot1",75,"realized"
"49","q1",0.316035394956831,"gpt-3.5-turbo","cot2","no_interaction","5",0.65609747076402,-0.409363771109143,0.148733168385206,0.234656436521187,"q1_no_interaction_5_cot2",76,"realized"
"50","q1",0.316035394956831,"gpt-3.5-turbo","cot3","no_interaction","5",0.675350485016026,-0.412560874578335,0.148009296084582,0.235349998176269,"q1_no_interaction_5_cot3",77,"realized"
"51","q1",0.316035394956831,"gpt-3.5-turbo","persona1","no_interaction","5",0.638728526799864,-0.388749858401369,0.146620874109931,0.240354492990952,"q1_no_interaction_5_persona1",78,"realized"
"52","q1",0.316035394956831,"gpt-3.5-turbo","persona2","no_interaction","5",0.642715175122739,-0.395699966733057,0.148232450976483,0.243411380388952,"q1_no_interaction_5_persona2",79,"realized"
"53","q1",0.316035394956831,"gpt-3.5-turbo","persona3","no_interaction","5",0.632959074004695,-0.358511395393341,0.149059284302395,0.241070128350559,"q1_no_interaction_5_persona3",80,"realized"
"54","q1",0.316035394956831,"gpt-3.5-turbo","persona4","no_interaction","5",0.639705119861945,-0.39717473179979,0.150856860103312,0.238131505342523,"q1_no_interaction_5_persona4",81,"realized"
"55","q1",0.587619259800625,"gpt-3.5-turbo","base_blanks","magnitude","10",-0.0359899616477323,-1.17806080480514,0.950208995656415,0.938098305484676,"q1_magnitude_10_base_blanks",28,"realized"
"56","q1",0.587619259800625,"gpt-3.5-turbo","base_json","magnitude","10",1.84862415104597,0.77439357646797,0.797143189528358,0.976630960580966,"q1_magnitude_10_base_json",29,"realized"
"57","q1",0.587619259800625,"gpt-3.5-turbo","cot1","magnitude","10",0.591331686328961,0.452611731759057,0.622417935143552,0.999620964463642,"q1_magnitude_10_cot1",30,"realized"
"58","q1",0.587619259800625,"gpt-3.5-turbo","cot2","magnitude","10",-0.0749382691869699,0.0493701255236393,0.661281634546482,1.30140688039767,"q1_magnitude_10_cot2",31,"realized"
"59","q1",0.587619259800625,"gpt-3.5-turbo","cot3","magnitude","10",1.31419512685581,1.51310730498726,0.719238987005504,1.08496976790107,"q1_magnitude_10_cot3",32,"realized"
"60","q1",0.587619259800625,"gpt-3.5-turbo","persona1","magnitude","10",1.22673660595085,1.57652713089671,0.853209975302235,0.991002769962355,"q1_magnitude_10_persona1",33,"realized"
"61","q1",0.587619259800625,"gpt-3.5-turbo","persona2","magnitude","10",0.462299545278464,1.3999331628164,0.714861413154962,1.05663399418883,"q1_magnitude_10_persona2",34,"realized"
"62","q1",0.587619259800625,"gpt-3.5-turbo","persona3","magnitude","10",1.00934325386634,1.74618089728134,0.712088357114859,1.17299480280803,"q1_magnitude_10_persona3",35,"realized"
"63","q1",0.587619259800625,"gpt-3.5-turbo","persona4","magnitude","10",0.575256150075901,1.054492949605,1.37906927321948,1.69168147208255,"q1_magnitude_10_persona4",36,"realized"
"64","q1",0.587619259800625,"gpt-3.5-turbo","base_blanks","confidence","10",-1.4824912431685,-0.931325709475427,2.93008284601529,1.83618173485729,"q1_confidence_10_base_blanks",1,"realized"
"65","q1",0.587619259800625,"gpt-3.5-turbo","base_json","confidence","10",2.50985257726686,-9.73997289371635,1.78761005457642,5.72792173161805,"q1_confidence_10_base_json",2,"realized"
"66","q1",0.587619259800625,"gpt-3.5-turbo","cot1","confidence","10",-0.0857548237847209,-13.8731756186998,1.26301915480387,5.29192381919792,"q1_confidence_10_cot1",3,"realized"
"67","q1",0.587619259800625,"gpt-3.5-turbo","cot2","confidence","10",-0.1021815299419,-7.98938166602642,1.30180344458982,3.83515954497456,"q1_confidence_10_cot2",4,"realized"
"68","q1",0.587619259800625,"gpt-3.5-turbo","cot3","confidence","10",0.730360999425728,-8.2363512465967,1.23131744067137,4.08224443883215,"q1_confidence_10_cot3",5,"realized"
"69","q1",0.587619259800625,"gpt-3.5-turbo","persona1","confidence","10",0.568759340942666,-3.72728365909113,1.41218526334265,4.24660184952685,"q1_confidence_10_persona1",6,"realized"
"70","q1",0.587619259800625,"gpt-3.5-turbo","persona2","confidence","10",-1.90190924361827,-7.26130888146889,1.1692169391378,4.66997128470518,"q1_confidence_10_persona2",7,"realized"
"71","q1",0.587619259800625,"gpt-3.5-turbo","persona3","confidence","10",-1.04235820120685,-2.21377415852274,1.28323211078953,4.23535687782989,"q1_confidence_10_persona3",8,"realized"
"72","q1",0.587619259800625,"gpt-3.5-turbo","persona4","confidence","10",-0.526629209529096,0.683875681536231,3.43910400121425,3.35641762570062,"q1_confidence_10_persona4",9,"realized"
"73","q1",0.587619259800625,"gpt-3.5-turbo","base_blanks","no_interaction","10",1.00475324845277,0.00926178089023397,0.212042770571118,0.307186100951589,"q1_no_interaction_10_base_blanks",55,"realized"
"74","q1",0.587619259800625,"gpt-3.5-turbo","base_json","no_interaction","10",0.97386706844665,-0.121072340070995,0.208731858957158,0.349258545102861,"q1_no_interaction_10_base_json",56,"realized"
"75","q1",0.587619259800625,"gpt-3.5-turbo","cot1","no_interaction","10",0.933158320270245,-0.109449363767939,0.20805925191253,0.347835165561033,"q1_no_interaction_10_cot1",57,"realized"
"76","q1",0.587619259800625,"gpt-3.5-turbo","cot2","no_interaction","10",0.955763108324642,-0.14171567077674,0.209190154731979,0.342482745296886,"q1_no_interaction_10_cot2",58,"realized"
"77","q1",0.587619259800625,"gpt-3.5-turbo","cot3","no_interaction","10",0.988469141956722,-0.131151144097521,0.208692073309958,0.349246871767658,"q1_no_interaction_10_cot3",59,"realized"
"78","q1",0.587619259800625,"gpt-3.5-turbo","persona1","no_interaction","10",0.96561372047437,-0.0894902903601993,0.207845237830386,0.358720489389093,"q1_no_interaction_10_persona1",60,"realized"
"79","q1",0.587619259800625,"gpt-3.5-turbo","persona2","no_interaction","10",0.954648976069404,-0.118029680715974,0.20991633745391,0.365858331981483,"q1_no_interaction_10_persona2",61,"realized"
"80","q1",0.587619259800625,"gpt-3.5-turbo","persona3","no_interaction","10",0.954836732198054,-0.07479021157911,0.211815530502647,0.361894113859268,"q1_no_interaction_10_persona3",62,"realized"
"81","q1",0.587619259800625,"gpt-3.5-turbo","persona4","no_interaction","10",0.953710312624964,-0.101379998475105,0.213650083895312,0.361921179870799,"q1_no_interaction_10_persona4",63,"realized"
"82","q1",0.0445997162731278,"gpt-4o-mini","base_blanks","magnitude","1",0.0622693953000337,0.11560590905978,0.187451757379187,0.213566173144401,"q1_magnitude_1_base_blanks",37,"realized"
"83","q1",0.0445997162731278,"gpt-4o-mini","base_json","magnitude","1",-1.67180949954792,3.25993315281906,0.38422972356641,0.60333507752442,"q1_magnitude_1_base_json",38,"realized"
"84","q1",0.0445997162731278,"gpt-4o-mini","cot1","magnitude","1",-1.73678085859823,2.66543604450042,0.387096568276713,0.602395633519045,"q1_magnitude_1_cot1",39,"realized"
"85","q1",0.0445997162731278,"gpt-4o-mini","cot2","magnitude","1",-1.42957029348266,2.88466946653193,0.390925340401823,0.621214945268951,"q1_magnitude_1_cot2",40,"realized"
"86","q1",0.0445997162731278,"gpt-4o-mini","cot3","magnitude","1",-1.66912512628755,3.52699833813996,0.331301270494688,0.585917567594991,"q1_magnitude_1_cot3",41,"realized"
"87","q1",0.0445997162731278,"gpt-4o-mini","persona1","magnitude","1",-2.09200128676936,3.85248221509584,0.398007272455938,0.601354325348019,"q1_magnitude_1_persona1",42,"realized"
"88","q1",0.0445997162731278,"gpt-4o-mini","persona2","magnitude","1",-3.23462144362432,2.48160232325644,0.736267435493557,0.634277705904347,"q1_magnitude_1_persona2",43,"realized"
"89","q1",0.0445997162731278,"gpt-4o-mini","persona3","magnitude","1",-3.48672611345908,3.62992555527746,0.663565500986449,0.805860516327949,"q1_magnitude_1_persona3",44,"realized"
"90","q1",0.0445997162731278,"gpt-4o-mini","persona4","magnitude","1",-2.57058411605463,3.23828498462386,0.924715359381662,0.933983245568705,"q1_magnitude_1_persona4",45,"realized"
"91","q1",0.0445997162731278,"gpt-4o-mini","base_blanks","confidence","1",-1.93912430367383,2.80802027527004,0.45198059384023,0.623308585711385,"q1_confidence_1_base_blanks",10,"realized"
"92","q1",0.0445997162731278,"gpt-4o-mini","base_json","confidence","1",-2.93147714725927,5.79074141007881,0.604916573786275,1.09377266222388,"q1_confidence_1_base_json",11,"realized"
"93","q1",0.0445997162731278,"gpt-4o-mini","cot1","confidence","1",-3.07045507024012,4.15464758475884,0.604594583538607,0.866082496981519,"q1_confidence_1_cot1",12,"realized"
"94","q1",0.0445997162731278,"gpt-4o-mini","cot2","confidence","1",-3.24767548613407,4.64375177264009,0.605273580264993,0.917285546157669,"q1_confidence_1_cot2",13,"realized"
"95","q1",0.0445997162731278,"gpt-4o-mini","cot3","confidence","1",-2.95003313678243,5.66358144650025,0.602588618110986,0.966829740953821,"q1_confidence_1_cot3",14,"realized"
"96","q1",0.0445997162731278,"gpt-4o-mini","persona1","confidence","1",-3.52793197457331,5.59841585940644,0.607964066808886,0.923841148840872,"q1_confidence_1_persona1",15,"realized"
"97","q1",0.0445997162731278,"gpt-4o-mini","persona2","confidence","1",-5.67133729591475,4.14451162464354,1.01757702318743,1.17181449104871,"q1_confidence_1_persona2",16,"realized"
"98","q1",0.0445997162731278,"gpt-4o-mini","persona3","confidence","1",-5.83255196661007,6.34687076382981,0.921162221495946,1.30293367186548,"q1_confidence_1_persona3",17,"realized"
"99","q1",0.0445997162731278,"gpt-4o-mini","persona4","confidence","1",-4.77246909858602,2.93548038880215,1.03335185958022,1.23646247160356,"q1_confidence_1_persona4",18,"realized"
"100","q1",0.0445997162731278,"gpt-4o-mini","base_blanks","no_interaction","1",0.43116651001748,-0.673968509116357,0.075685323646493,0.100510687378687,"q1_no_interaction_1_base_blanks",64,"realized"
"101","q1",0.0445997162731278,"gpt-4o-mini","base_json","no_interaction","1",0.444360442510422,-0.713946221981968,0.0755792793263436,0.105927738463454,"q1_no_interaction_1_base_json",65,"realized"
"102","q1",0.0445997162731278,"gpt-4o-mini","cot1","no_interaction","1",0.446800910816796,-0.710601024683782,0.0757949740136791,0.104408293280775,"q1_no_interaction_1_cot1",66,"realized"
"103","q1",0.0445997162731278,"gpt-4o-mini","cot2","no_interaction","1",0.446813677814196,-0.721132068470569,0.0755387043445313,0.105700144693037,"q1_no_interaction_1_cot2",67,"realized"
"104","q1",0.0445997162731278,"gpt-4o-mini","cot3","no_interaction","1",0.443697711356201,-0.725446404568483,0.0748981406125166,0.105907000269142,"q1_no_interaction_1_cot3",68,"realized"
"105","q1",0.0445997162731278,"gpt-4o-mini","persona1","no_interaction","1",0.440371546296543,-0.71375926809914,0.0757868785502849,0.105618623559815,"q1_no_interaction_1_persona1",69,"realized"
"106","q1",0.0445997162731278,"gpt-4o-mini","persona2","no_interaction","1",0.441841803631797,-0.790950945433143,0.075929735833192,0.108447561592612,"q1_no_interaction_1_persona2",70,"realized"
"107","q1",0.0445997162731278,"gpt-4o-mini","persona3","no_interaction","1",0.445790007662855,-0.766465642421631,0.0749523053876133,0.109284892832119,"q1_no_interaction_1_persona3",71,"realized"
"108","q1",0.0445997162731278,"gpt-4o-mini","persona4","no_interaction","1",0.442901513850988,-0.815110701677959,0.0752442510387929,0.109463930956814,"q1_no_interaction_1_persona4",72,"realized"
"109","q1",0.316035394956831,"gpt-4o-mini","base_blanks","magnitude","5",0.194815476194047,-0.20896355323282,0.319726318668683,0.40142661135341,"q1_magnitude_5_base_blanks",46,"realized"
"110","q1",0.316035394956831,"gpt-4o-mini","base_json","magnitude","5",-1.51428729210128,2.33016622002482,0.573306282298314,1.21229616016447,"q1_magnitude_5_base_json",47,"realized"
"111","q1",0.316035394956831,"gpt-4o-mini","cot1","magnitude","5",-1.42161607563775,1.27965994717672,0.616673797059939,1.20943628775695,"q1_magnitude_5_cot1",48,"realized"
"112","q1",0.316035394956831,"gpt-4o-mini","cot2","magnitude","5",-1.00432681697403,1.37160744607425,0.605886119657135,1.1741208734842,"q1_magnitude_5_cot2",49,"realized"
"113","q1",0.316035394956831,"gpt-4o-mini","cot3","magnitude","5",-1.60593069177221,3.09027953430961,0.52009357288981,1.19195930483939,"q1_magnitude_5_cot3",50,"realized"
"114","q1",0.316035394956831,"gpt-4o-mini","persona1","magnitude","5",-1.45229374624751,2.6446273532803,0.680470577342435,1.40868133946201,"q1_magnitude_5_persona1",51,"realized"
"115","q1",0.316035394956831,"gpt-4o-mini","persona2","magnitude","5",-2.46418121126307,1.4448031754814,1.13221892820204,1.04459048745894,"q1_magnitude_5_persona2",52,"realized"
"116","q1",0.316035394956831,"gpt-4o-mini","persona3","magnitude","5",-2.94024240141412,2.30607647939306,1.09270079718643,1.18502094520157,"q1_magnitude_5_persona3",53,"realized"
"117","q1",0.316035394956831,"gpt-4o-mini","persona4","magnitude","5",-1.8324104682387,1.83367491834222,1.56412243409993,1.37595742743918,"q1_magnitude_5_persona4",54,"realized"
"118","q1",0.316035394956831,"gpt-4o-mini","base_blanks","confidence","5",-1.33382525781905,1.02792141552501,0.748343438546318,1.31852022806167,"q1_confidence_5_base_blanks",19,"realized"
"119","q1",0.316035394956831,"gpt-4o-mini","base_json","confidence","5",-2.67879895107693,4.22618848263098,0.9153460428669,2.06055947439024,"q1_confidence_5_base_json",20,"realized"
"120","q1",0.316035394956831,"gpt-4o-mini","cot1","confidence","5",-1.9742061344898,2.96731377315212,1.04716219060638,1.66784394916136,"q1_confidence_5_cot1",21,"realized"
"121","q1",0.316035394956831,"gpt-4o-mini","cot2","confidence","5",-1.7932834318535,3.78081068774035,1.16814612492034,1.77192355621959,"q1_confidence_5_cot2",22,"realized"
"122","q1",0.316035394956831,"gpt-4o-mini","cot3","confidence","5",-2.87547366049576,6.11573407259768,0.915847753144667,1.99759855617091,"q1_confidence_5_cot3",23,"realized"
"123","q1",0.316035394956831,"gpt-4o-mini","persona1","confidence","5",-2.10965438228144,3.45836741042809,1.18369912281483,2.13803286957273,"q1_confidence_5_persona1",24,"realized"
"124","q1",0.316035394956831,"gpt-4o-mini","persona2","confidence","5",-3.7080381807809,1.55177974216096,1.66827885657625,2.0832799934532,"q1_confidence_5_persona2",25,"realized"
"125","q1",0.316035394956831,"gpt-4o-mini","persona3","confidence","5",-4.06318727441403,3.58116910791644,1.78649011897661,2.25973403235929,"q1_confidence_5_persona3",26,"realized"
"126","q1",0.316035394956831,"gpt-4o-mini","persona4","confidence","5",-3.68478206573136,0.51628087157692,1.82546466707223,2.16897807876451,"q1_confidence_5_persona4",27,"realized"
"127","q1",0.316035394956831,"gpt-4o-mini","base_blanks","no_interaction","5",0.64832816183569,-0.295300297808255,0.147330973660997,0.222710810073298,"q1_no_interaction_5_base_blanks",73,"realized"
"128","q1",0.316035394956831,"gpt-4o-mini","base_json","no_interaction","5",0.649747967280703,-0.305511406451219,0.146598611608307,0.235140919714458,"q1_no_interaction_5_base_json",74,"realized"
"129","q1",0.316035394956831,"gpt-4o-mini","cot1","no_interaction","5",0.667510285908532,-0.323448339272462,0.148314761415498,0.228748930979351,"q1_no_interaction_5_cot1",75,"realized"
"130","q1",0.316035394956831,"gpt-4o-mini","cot2","no_interaction","5",0.6673583142394,-0.324857764796778,0.148063660300842,0.232695191301701,"q1_no_interaction_5_cot2",76,"realized"
"131","q1",0.316035394956831,"gpt-4o-mini","cot3","no_interaction","5",0.646666666114048,-0.311360361381337,0.149949941529736,0.231831782688592,"q1_no_interaction_5_cot3",77,"realized"
"132","q1",0.316035394956831,"gpt-4o-mini","persona1","no_interaction","5",0.664286103770745,-0.310966706093655,0.148485412034474,0.234719180623033,"q1_no_interaction_5_persona1",78,"realized"
"133","q1",0.316035394956831,"gpt-4o-mini","persona2","no_interaction","5",0.656185813445005,-0.373121495039211,0.14848059493482,0.241029399482455,"q1_no_interaction_5_persona2",79,"realized"
"134","q1",0.316035394956831,"gpt-4o-mini","persona3","no_interaction","5",0.666275126019956,-0.360409875674744,0.148570621158739,0.240492232180338,"q1_no_interaction_5_persona3",80,"realized"
"135","q1",0.316035394956831,"gpt-4o-mini","persona4","no_interaction","5",0.668312773308561,-0.397187942288678,0.149790801602212,0.240551945849414,"q1_no_interaction_5_persona4",81,"realized"
"136","q1",0.587619259800625,"gpt-4o-mini","base_blanks","magnitude","10",0.764240458316316,-0.263063895264733,0.427219050601468,0.505938070284497,"q1_magnitude_10_base_blanks",28,"realized"
"137","q1",0.587619259800625,"gpt-4o-mini","base_json","magnitude","10",-1.22990792685059,2.07165699722045,0.749698329769238,1.59135234690995,"q1_magnitude_10_base_json",29,"realized"
"138","q1",0.587619259800625,"gpt-4o-mini","cot1","magnitude","10",-0.837894145554669,0.752998287581358,0.770279172815884,1.47900924236947,"q1_magnitude_10_cot1",30,"realized"
"139","q1",0.587619259800625,"gpt-4o-mini","cot2","magnitude","10",-0.272412404163211,1.16805454628826,0.852396851068965,1.4711595473087,"q1_magnitude_10_cot2",31,"realized"
"140","q1",0.587619259800625,"gpt-4o-mini","cot3","magnitude","10",-1.35542289374284,3.34538524382271,0.712670774721306,1.43761351500954,"q1_magnitude_10_cot3",32,"realized"
"141","q1",0.587619259800625,"gpt-4o-mini","persona1","magnitude","10",-0.475099933535144,2.56834295019194,0.821849048634408,1.71557760431544,"q1_magnitude_10_persona1",33,"realized"
"142","q1",0.587619259800625,"gpt-4o-mini","persona2","magnitude","10",-1.64159448965325,0.816738359764204,1.19428729796679,1.94367867276554,"q1_magnitude_10_persona2",34,"realized"
"143","q1",0.587619259800625,"gpt-4o-mini","persona3","magnitude","10",-2.9699565675029,1.41724920776811,1.23467285155608,2.21971375725192,"q1_magnitude_10_persona3",35,"realized"
"144","q1",0.587619259800625,"gpt-4o-mini","persona4","magnitude","10",-1.84890218587701,0.539825394944647,1.74617711641697,3.25930478508198,"q1_magnitude_10_persona4",36,"realized"
"145","q1",0.587619259800625,"gpt-4o-mini","base_blanks","confidence","10",-0.633891259267802,0.539584135006888,1.04628177933738,1.83335178847305,"q1_confidence_10_base_blanks",1,"realized"
"146","q1",0.587619259800625,"gpt-4o-mini","base_json","confidence","10",-1.93272953996068,4.92233896946054,1.20260700076766,2.34020640000751,"q1_confidence_10_base_json",2,"realized"
"147","q1",0.587619259800625,"gpt-4o-mini","cot1","confidence","10",-1.33778614848638,2.07535073782011,1.34890529565616,2.04584334707897,"q1_confidence_10_cot1",3,"realized"
"148","q1",0.587619259800625,"gpt-4o-mini","cot2","confidence","10",-0.701447397981223,3.5380067709259,1.74642632256476,1.98969243418661,"q1_confidence_10_cot2",4,"realized"
"149","q1",0.587619259800625,"gpt-4o-mini","cot3","confidence","10",-2.93647504789539,6.51204366778641,1.19016052104833,2.29954090198517,"q1_confidence_10_cot3",5,"realized"
