"","question","return","model","prompt","mag_v_conf","ret","up.coef","down.coef","up.se","down.se","group_id","id","return_type"
"46","q1",0.348076812304676,"gpt-3.5-turbo","base_blanks","no_interaction","5",2.77832492840645,-2.68434680050187,0.340969913946833,0.22047343852246,"q1_no_interaction_5_base_blanks",73,"abnormal_CAPM"
"47","q1",0.348076812304676,"gpt-3.5-turbo","base_json","no_interaction","5",2.46586763905861,-3.84936428447226,0.300543403090691,0.238803294680698,"q1_no_interaction_5_base_json",74,"abnormal_CAPM"
"48","q1",0.348076812304676,"gpt-3.5-turbo","cot1","no_interaction","5",2.38970518256319,-3.69421952408492,0.292528292638621,0.227112837128295,"q1_no_interaction_5_cot1",75,"abnormal_CAPM"
"49","q1",0.348076812304676,"gpt-3.5-turbo","cot2","no_interaction","5",2.44783747266478,-3.79856966982338,0.296207848280357,0.226409186050146,"q1_no_interaction_5_cot2",76,"abnormal_CAPM"
"50","q1",0.348076812304676,"gpt-3.5-turbo","cot3","no_interaction","5",2.48168360799298,-3.73345481073869,0.299805351694767,0.22304460729683,"q1_no_interaction_5_cot3",77,"abnormal_CAPM"
"51","q1",0.348076812304676,"gpt-3.5-turbo","persona1","no_interaction","5",2.40837219107595,-3.76764473952146,0.293220166356815,0.240418261216618,"q1_no_interaction_5_persona1",78,"abnormal_CAPM"
"52","q1",0.348076812304676,"gpt-3.5-turbo","persona2","no_interaction","5",2.34162527041042,-3.75027503861334,0.283781212889162,0.243054470541288,"q1_no_interaction_5_persona2",79,"abnormal_CAPM"
"53","q1",0.348076812304676,"gpt-3.5-turbo","persona3","no_interaction","5",2.30153880941055,-3.7040430194117,0.279090663837408,0.242657316277005,"q1_no_interaction_5_persona3",80,"abnormal_CAPM"
"54","q1",0.348076812304676,"gpt-3.5-turbo","persona4","no_interaction","5",2.33301650792483,-3.77382574926128,0.279788382853367,0.247233392925312,"q1_no_interaction_5_persona4",81,"abnormal_CAPM"
"55","q1",0.261958943562718,"gpt-3.5-turbo","base_blanks","magnitude","10",-4.69273631091243,1.14141929444746,2.42924874697951,1.03349972396946,"q1_magnitude_10_base_blanks",28,"abnormal_CAPM"
"56","q1",0.261958943562718,"gpt-3.5-turbo","base_json","magnitude","10",-6.78776055236913,3.00012010874724,3.46592427370123,1.2053597973821,"q1_magnitude_10_base_json",29,"abnormal_CAPM"
"57","q1",0.261958943562718,"gpt-3.5-turbo","cot1","magnitude","10",-7.04402351546065,3.24146114519947,2.22930739709112,1.27145860492264,"q1_magnitude_10_cot1",30,"abnormal_CAPM"
"58","q1",0.261958943562718,"gpt-3.5-turbo","cot2","magnitude","10",-7.13234197849252,2.22791864101057,2.17424317409167,1.43484574633991,"q1_magnitude_10_cot2",31,"abnormal_CAPM"
"59","q1",0.261958943562718,"gpt-3.5-turbo","cot3","magnitude","10",-6.86429584504808,4.44202205903895,2.55612902202453,1.28101019925161,"q1_magnitude_10_cot3",32,"abnormal_CAPM"
"60","q1",0.261958943562718,"gpt-3.5-turbo","persona1","magnitude","10",-7.6103050086409,2.98791600049055,2.9808074412283,1.20691158789989,"q1_magnitude_10_persona1",33,"abnormal_CAPM"
"61","q1",0.261958943562718,"gpt-3.5-turbo","persona2","magnitude","10",-7.03288506194189,2.01666107571686,2.32515351189141,1.26921067492584,"q1_magnitude_10_persona2",34,"abnormal_CAPM"
"62","q1",0.261958943562718,"gpt-3.5-turbo","persona3","magnitude","10",-7.29382026337833,2.73574010784344,2.37360923290183,1.41707266872557,"q1_magnitude_10_persona3",35,"abnormal_CAPM"
"63","q1",0.261958943562718,"gpt-3.5-turbo","persona4","magnitude","10",-4.4718882041841,8.485257720875,2.26408232779514,1.97704194182155,"q1_magnitude_10_persona4",36,"abnormal_CAPM"
"64","q1",0.261958943562718,"gpt-3.5-turbo","base_blanks","confidence","10",-3.44484000656934,5.5386607092825,4.3984261718066,2.07612052136383,"q1_confidence_10_base_blanks",1,"abnormal_CAPM"
"65","q1",0.261958943562718,"gpt-3.5-turbo","base_json","confidence","10",-7.18795464908566,1.49969086893385,3.28028531732591,5.83191360317197,"q1_confidence_10_base_json",2,"abnormal_CAPM"
"66","q1",0.261958943562718,"gpt-3.5-turbo","cot1","confidence","10",-5.8630317641753,-1.2256650837973,1.5452408953694,5.96735035690253,"q1_confidence_10_cot1",3,"abnormal_CAPM"
"67","q1",0.261958943562718,"gpt-3.5-turbo","cot2","confidence","10",-7.5535275760918,4.87539869732758,3.05318091734502,4.79797576357607,"q1_confidence_10_cot2",4,"abnormal_CAPM"
"68","q1",0.261958943562718,"gpt-3.5-turbo","cot3","confidence","10",-4.73429354166125,2.67344929046929,1.80058135356716,4.61960978402145,"q1_confidence_10_cot3",5,"abnormal_CAPM"
"69","q1",0.261958943562718,"gpt-3.5-turbo","persona1","confidence","10",-8.4741707603802,11.7231989022502,2.0259038596608,4.94449044747786,"q1_confidence_10_persona1",6,"abnormal_CAPM"
"70","q1",0.261958943562718,"gpt-3.5-turbo","persona2","confidence","10",-11.9788826028131,10.7672487435706,2.60938492755665,5.03415788788092,"q1_confidence_10_persona2",7,"abnormal_CAPM"
"71","q1",0.261958943562718,"gpt-3.5-turbo","persona3","confidence","10",-11.9771743244093,12.919969653452,2.53241487819636,5.33451050091806,"q1_confidence_10_persona3",8,"abnormal_CAPM"
"72","q1",0.261958943562718,"gpt-3.5-turbo","persona4","confidence","10",-9.56646714419158,23.4735813398658,5.35957340909504,3.74644437785555,"q1_confidence_10_persona4",9,"abnormal_CAPM"
"73","q1",0.261958943562718,"gpt-3.5-turbo","base_blanks","no_interaction","10",2.66980254965358,-2.75357004106306,0.341546379009407,0.284760570830203,"q1_no_interaction_10_base_blanks",55,"abnormal_CAPM"
"74","q1",0.261958943562718,"gpt-3.5-turbo","base_json","no_interaction","10",2.38119312098396,-3.86730952877759,0.30446589207513,0.322354517778873,"q1_no_interaction_10_base_json",56,"abnormal_CAPM"
"75","q1",0.261958943562718,"gpt-3.5-turbo","cot1","no_interaction","10",2.29258847678042,-3.72297236222422,0.296297028197699,0.314345251383496,"q1_no_interaction_10_cot1",57,"abnormal_CAPM"
"76","q1",0.261958943562718,"gpt-3.5-turbo","cot2","no_interaction","10",2.35119229537645,-3.8373500383926,0.299854458733748,0.30732878077122,"q1_no_interaction_10_cot2",58,"abnormal_CAPM"
"77","q1",0.261958943562718,"gpt-3.5-turbo","cot3","no_interaction","10",2.39438483401003,-3.76095854593961,0.304543208864198,0.307636761080981,"q1_no_interaction_10_cot3",59,"abnormal_CAPM"
"78","q1",0.261958943562718,"gpt-3.5-turbo","persona1","no_interaction","10",2.33335068735121,-3.78428732394364,0.299829192792428,0.331994653079938,"q1_no_interaction_10_persona1",60,"abnormal_CAPM"
"79","q1",0.261958943562718,"gpt-3.5-turbo","persona2","no_interaction","10",2.25357643354571,-3.77628264115324,0.290601158318807,0.347158376509114,"q1_no_interaction_10_persona2",61,"abnormal_CAPM"
"80","q1",0.261958943562718,"gpt-3.5-turbo","persona3","no_interaction","10",2.22433107094508,-3.7268683902687,0.288118407839917,0.346476363169884,"q1_no_interaction_10_persona3",62,"abnormal_CAPM"
"81","q1",0.261958943562718,"gpt-3.5-turbo","persona4","no_interaction","10",2.2442410988122,-3.77653216547065,0.286976412492958,0.350984248376815,"q1_no_interaction_10_persona4",63,"abnormal_CAPM"
"82","q1",0.36834367097657,"gpt-4o-mini","base_blanks","magnitude","1",-3.12879240227605,1.44779213999903,1.32482382665301,0.417209108078914,"q1_magnitude_1_base_blanks",37,"abnormal_CAPM"
"83","q1",0.36834367097657,"gpt-4o-mini","base_json","magnitude","1",-8.82762224455484,13.9077653602265,2.48776187633385,1.08445382031871,"q1_magnitude_1_base_json",38,"abnormal_CAPM"
"84","q1",0.36834367097657,"gpt-4o-mini","cot1","magnitude","1",-8.68021926551749,13.8915784380403,2.05476957695304,1.12885484051658,"q1_magnitude_1_cot1",39,"abnormal_CAPM"
"85","q1",0.36834367097657,"gpt-4o-mini","cot2","magnitude","1",-8.03924041318204,13.493225290272,1.82104082999564,1.10543604117637,"q1_magnitude_1_cot2",40,"abnormal_CAPM"
"86","q1",0.36834367097657,"gpt-4o-mini","cot3","magnitude","1",-8.34171934935667,13.0162564047904,1.82031778777361,1.00351686393067,"q1_magnitude_1_cot3",41,"abnormal_CAPM"
"87","q1",0.36834367097657,"gpt-4o-mini","persona1","magnitude","1",-10.6775885397451,14.9076325082891,2.23315173563401,1.03390752275463,"q1_magnitude_1_persona1",42,"abnormal_CAPM"
"88","q1",0.36834367097657,"gpt-4o-mini","persona2","magnitude","1",-18.063148748798,16.4948492583599,5.85972566150057,1.42499829322453,"q1_magnitude_1_persona2",43,"abnormal_CAPM"
"89","q1",0.36834367097657,"gpt-4o-mini","persona3","magnitude","1",-20.2924297227906,16.3873662932531,6.84178850887875,1.53702487015963,"q1_magnitude_1_persona3",44,"abnormal_CAPM"
"90","q1",0.36834367097657,"gpt-4o-mini","persona4","magnitude","1",-28.0213617018927,18.4900087222664,11.9648759647193,1.94435711739925,"q1_magnitude_1_persona4",45,"abnormal_CAPM"
"91","q1",0.36834367097657,"gpt-4o-mini","base_blanks","confidence","1",-11.4050824418601,15.3373148229739,2.44110634352472,1.37223470935419,"q1_confidence_1_base_blanks",10,"abnormal_CAPM"
"92","q1",0.36834367097657,"gpt-4o-mini","base_json","confidence","1",-13.4778349714159,30.2261196071649,3.40425963110389,2.47548807153373,"q1_confidence_1_base_json",11,"abnormal_CAPM"
"93","q1",0.36834367097657,"gpt-4o-mini","cot1","confidence","1",-13.2142202799869,22.543079465112,2.72334600764554,1.88771200343023,"q1_confidence_1_cot1",12,"abnormal_CAPM"
"94","q1",0.36834367097657,"gpt-4o-mini","cot2","confidence","1",-14.4827363895164,24.945977566655,2.71580517067382,1.93322145592048,"q1_confidence_1_cot2",13,"abnormal_CAPM"
"95","q1",0.36834367097657,"gpt-4o-mini","cot3","confidence","1",-14.7201276605905,21.7410528905942,2.96726310172053,1.69542210689463,"q1_confidence_1_cot3",14,"abnormal_CAPM"
"96","q1",0.36834367097657,"gpt-4o-mini","persona1","confidence","1",-15.1214317689721,28.6126073133802,2.73140493932427,2.07696885408945,"q1_confidence_1_persona1",15,"abnormal_CAPM"
"97","q1",0.36834367097657,"gpt-4o-mini","persona2","confidence","1",-23.0597294955635,30.8778690071668,5.79550147079893,2.49552004065925,"q1_confidence_1_persona2",16,"abnormal_CAPM"
"98","q1",0.36834367097657,"gpt-4o-mini","persona3","confidence","1",-24.0740050039194,31.1387615723441,6.43492273595317,2.4781996776286,"q1_confidence_1_persona3",17,"abnormal_CAPM"
"99","q1",0.36834367097657,"gpt-4o-mini","persona4","confidence","1",-23.0249869754774,22.7872147336549,6.97907156857722,2.48786613596449,"q1_confidence_1_persona4",18,"abnormal_CAPM"
"100","q1",0.36834367097657,"gpt-4o-mini","base_blanks","no_interaction","1",2.52080527014218,-3.22012135595415,0.283047460982318,0.177772787783071,"q1_no_interaction_1_base_blanks",64,"abnormal_CAPM"
"101","q1",0.36834367097657,"gpt-4o-mini","base_json","no_interaction","1",2.67620773996366,-3.4181287364569,0.303229620584938,0.181813463578318,"q1_no_interaction_1_base_json",65,"abnormal_CAPM"
"102","q1",0.36834367097657,"gpt-4o-mini","cot1","no_interaction","1",2.66127807241835,-3.3911025370422,0.301939100095244,0.179514565853996,"q1_no_interaction_1_cot1",66,"abnormal_CAPM"
"103","q1",0.36834367097657,"gpt-4o-mini","cot2","no_interaction","1",2.65269737471151,-3.40443361659938,0.299880558646071,0.184144458390609,"q1_no_interaction_1_cot2",67,"abnormal_CAPM"
"104","q1",0.36834367097657,"gpt-4o-mini","cot3","no_interaction","1",2.60656415305348,-3.53905932798395,0.29306969595443,0.180582560641903,"q1_no_interaction_1_cot3",68,"abnormal_CAPM"
"105","q1",0.36834367097657,"gpt-4o-mini","persona1","no_interaction","1",2.64702565406681,-3.45298932840686,0.298834334733647,0.189755716048156,"q1_no_interaction_1_persona1",69,"abnormal_CAPM"
"106","q1",0.36834367097657,"gpt-4o-mini","persona2","no_interaction","1",2.63241944590922,-3.61823250475104,0.2971353224626,0.195699076028706,"q1_no_interaction_1_persona2",70,"abnormal_CAPM"
"107","q1",0.36834367097657,"gpt-4o-mini","persona3","no_interaction","1",2.62053410974969,-3.59828374436893,0.296454488414548,0.2030521770019,"q1_no_interaction_1_persona3",71,"abnormal_CAPM"
"108","q1",0.36834367097657,"gpt-4o-mini","persona4","no_interaction","1",2.64822939049167,-3.6568935527604,0.298436730455276,0.201653018846493,"q1_no_interaction_1_persona4",72,"abnormal_CAPM"
"109","q1",0.348076812304676,"gpt-4o-mini","base_blanks","magnitude","5",-3.36638048420646,1.13133436955959,1.41101423711157,0.485729842877678,"q1_magnitude_5_base_blanks",46,"abnormal_CAPM"
"110","q1",0.348076812304676,"gpt-4o-mini","base_json","magnitude","5",-9.9281306618388,12.9882275182664,2.68171379705396,1.24931253738608,"q1_magnitude_5_base_json",47,"abnormal_CAPM"
"111","q1",0.348076812304676,"gpt-4o-mini","cot1","magnitude","5",-9.66279787513499,12.6804461815479,2.31621542044568,1.26711793536634,"q1_magnitude_5_cot1",48,"abnormal_CAPM"
"112","q1",0.348076812304676,"gpt-4o-mini","cot2","magnitude","5",-8.75884951777673,12.0835931999136,2.04735786735105,1.22672997152229,"q1_magnitude_5_cot2",49,"abnormal_CAPM"
"113","q1",0.348076812304676,"gpt-4o-mini","cot3","magnitude","5",-9.17562956388475,12.3266552493425,2.00279698831177,1.16173523518233,"q1_magnitude_5_cot3",50,"abnormal_CAPM"
"114","q1",0.348076812304676,"gpt-4o-mini","persona1","magnitude","5",-11.3267854206408,13.5922436166057,2.58514117915349,1.36986521962592,"q1_magnitude_5_persona1",51,"abnormal_CAPM"
"115","q1",0.348076812304676,"gpt-4o-mini","persona2","magnitude","5",-19.0742860234583,15.2515935915967,6.23522073368848,1.5982752347243,"q1_magnitude_5_persona2",52,"abnormal_CAPM"
"116","q1",0.348076812304676,"gpt-4o-mini","persona3","magnitude","5",-21.7066775495829,14.8926433856113,7.21835743786839,1.72330367904643,"q1_magnitude_5_persona3",53,"abnormal_CAPM"
"117","q1",0.348076812304676,"gpt-4o-mini","persona4","magnitude","5",-29.5628051457017,16.6859331685706,12.4642454155028,2.03916324989957,"q1_magnitude_5_persona4",54,"abnormal_CAPM"
"118","q1",0.348076812304676,"gpt-4o-mini","base_blanks","confidence","5",-11.7463110525351,13.8016153062533,2.68505962075187,1.55929633659523,"q1_confidence_5_base_blanks",19,"abnormal_CAPM"
"119","q1",0.348076812304676,"gpt-4o-mini","base_json","confidence","5",-14.9455935940145,28.50639558375,3.7279968581317,2.55292468077907,"q1_confidence_5_base_json",20,"abnormal_CAPM"
"120","q1",0.348076812304676,"gpt-4o-mini","cot1","confidence","5",-13.9854362059624,21.4478547958372,3.25389809377538,2.1462794299468,"q1_confidence_5_cot1",21,"abnormal_CAPM"
"121","q1",0.348076812304676,"gpt-4o-mini","cot2","confidence","5",-14.8513351006305,24.0133933013671,3.19902815745614,2.3680682147226,"q1_confidence_5_cot2",22,"abnormal_CAPM"
"122","q1",0.348076812304676,"gpt-4o-mini","cot3","confidence","5",-15.9929416954815,21.8233411926212,3.22505628835367,2.01292106167489,"q1_confidence_5_cot3",23,"abnormal_CAPM"
"123","q1",0.348076812304676,"gpt-4o-mini","persona1","confidence","5",-15.4316740958654,26.4623704831103,3.35070144191581,2.22998059705619,"q1_confidence_5_persona1",24,"abnormal_CAPM"
"124","q1",0.348076812304676,"gpt-4o-mini","persona2","confidence","5",-23.182253116573,28.4661916857414,6.09906547179516,2.82532283556938,"q1_confidence_5_persona2",25,"abnormal_CAPM"
"125","q1",0.348076812304676,"gpt-4o-mini","persona3","confidence","5",-24.4804648933038,28.4485973162218,6.73942604256211,2.9020139728405,"q1_confidence_5_persona3",26,"abnormal_CAPM"
"126","q1",0.348076812304676,"gpt-4o-mini","persona4","confidence","5",-24.073411584848,20.3456634524236,7.19914536267282,3.01096160409929,"q1_confidence_5_persona4",27,"abnormal_CAPM"
"127","q1",0.348076812304676,"gpt-4o-mini","base_blanks","no_interaction","5",2.47710019336492,-3.15629684646765,0.295202714755452,0.232175304834101,"q1_no_interaction_5_base_blanks",73,"abnormal_CAPM"
"128","q1",0.348076812304676,"gpt-4o-mini","base_json","no_interaction","5",2.61007039484552,-3.31971597904857,0.312861705633428,0.241427224677356,"q1_no_interaction_5_base_json",74,"abnormal_CAPM"
"129","q1",0.348076812304676,"gpt-4o-mini","cot1","no_interaction","5",2.6081820768723,-3.31423660889013,0.312551474479154,0.236757400363108,"q1_no_interaction_5_cot1",75,"abnormal_CAPM"
"130","q1",0.348076812304676,"gpt-4o-mini","cot2","no_interaction","5",2.60263668809758,-3.32416690036116,0.311484081196133,0.241522116757224,"q1_no_interaction_5_cot2",76,"abnormal_CAPM"
"131","q1",0.348076812304676,"gpt-4o-mini","cot3","no_interaction","5",2.54480459320205,-3.43662923771313,0.303876097513594,0.226551674429589,"q1_no_interaction_5_cot3",77,"abnormal_CAPM"
"132","q1",0.348076812304676,"gpt-4o-mini","persona1","no_interaction","5",2.60099308703258,-3.36046495689343,0.312373924147274,0.248957056537059,"q1_no_interaction_5_persona1",78,"abnormal_CAPM"
"133","q1",0.348076812304676,"gpt-4o-mini","persona2","no_interaction","5",2.57820298949416,-3.52244747244393,0.308792474388554,0.260168876080081,"q1_no_interaction_5_persona2",79,"abnormal_CAPM"
"134","q1",0.348076812304676,"gpt-4o-mini","persona3","no_interaction","5",2.57506776254598,-3.51393569519737,0.308646191479511,0.265367779422556,"q1_no_interaction_5_persona3",80,"abnormal_CAPM"
"135","q1",0.348076812304676,"gpt-4o-mini","persona4","no_interaction","5",2.59982359203575,-3.56562178956089,0.311698388109863,0.266555163573881,"q1_no_interaction_5_persona4",81,"abnormal_CAPM"
"136","q1",0.261958943562718,"gpt-4o-mini","base_blanks","magnitude","10",-3.01624471983918,0.756471042362126,1.37943792922738,0.566443058350657,"q1_magnitude_10_base_blanks",28,"abnormal_CAPM"
"137","q1",0.261958943562718,"gpt-4o-mini","base_json","magnitude","10",-10.0623104103993,12.1511834877621,2.64765974874134,1.55999332454289,"q1_magnitude_10_base_json",29,"abnormal_CAPM"
"138","q1",0.261958943562718,"gpt-4o-mini","cot1","magnitude","10",-9.60605306043445,11.6440935183269,2.27643909020511,1.46314888253182,"q1_magnitude_10_cot1",30,"abnormal_CAPM"
"139","q1",0.261958943562718,"gpt-4o-mini","cot2","magnitude","10",-8.54523653584974,11.2256754404677,2.05117002507793,1.45396183989914,"q1_magnitude_10_cot2",31,"abnormal_CAPM"
